order_id,amount,payment_method,transaction_id,payment_date
2215,153607.88,Card,TXN744737075,22-11-2024 00:00
2403,31982.66,Card,TXN548852392,22-08-2023 00:00
2403,404.9,UPI,TXN709075746,22-08-2023 00:00
2403,197.13,Cash,TXN890347418,22-08-2023 00:00
269,11116.06,Cash,TXN799789768,20-04-2023 00:00
269,16616.48,UPI,TXN684838472,20-04-2023 00:00
269,19496.57,UPI,TXN303712595,20-04-2023 00:00
2311,193203.88,NetBanking,TXN200809673,11-12-2025 00:00
2311,42643.4,NetBanking,TXN345845170,11-12-2025 00:00
2311,16939.86,UPI,TXN611962408,11-12-2025 00:00
1728,272538.3,UPI,TXN513151010,10-03-2023 00:00
1728,109874.27,Card,TXN242761489,10-03-2023 00:00
1728,70786.54,Cash,TXN216148061,10-03-2023 00:00
3743,152040.1,Card,TXN421086562,29-08-2024 00:00
3743,84223.38,Card,TXN136513493,29-08-2024 00:00
3585,74261.51,UPI,TXN319436973,15-10-2025 00:00
3585,34999.69,Card,TXN609992561,15-10-2025 00:00
3585,1286.08,UPI,TXN787858784,15-10-2025 00:00
3507,25651.65,Card,TXN177222993,20-07-2024 00:00
3507,43416.73,NetBanking,TXN272363007,20-07-2024 00:00
4546,4118.95,NetBanking,TXN503215208,16-07-2025 00:00
4546,754.96,NetBanking,TXN785280286,16-07-2025 00:00
4546,177.11,NetBanking,TXN212337496,16-07-2025 00:00
3818,77000.57,UPI,TXN199532203,12-06-2025 00:00
3818,12887.57,NetBanking,TXN895690658,12-06-2025 00:00
3818,28581.47,Cash,TXN349194899,12-06-2025 00:00
3787,41188.88,Cash,TXN371833194,25-12-2024 00:00
3787,188118.06,Card,TXN757207056,25-12-2024 00:00
2592,167426.49,UPI,TXN806852185,23-12-2023 00:00
3191,134509.64,NetBanking,TXN387371181,18-09-2023 00:00
3191,40417.77,Cash,TXN790280717,18-09-2023 00:00
3191,8143.15,NetBanking,TXN420027658,18-09-2023 00:00
1444,6071.97,NetBanking,TXN755573264,10-10-2024 00:00
1444,119.21,Card,TXN803651847,10-10-2024 00:00
1090,46178.11,NetBanking,TXN707240135,03-05-2024 00:00
1090,71194.82,Card,TXN741322221,03-05-2024 00:00
349,30706.85,UPI,TXN629226027,10-07-2025 00:00
2953,89308.74,Card,TXN266298400,29-05-2023 00:00
2953,127396.26,UPI,TXN347179156,29-05-2023 00:00
2953,7574.84,NetBanking,TXN300344830,29-05-2023 00:00
2756,261922.07,Cash,TXN651528732,25-06-2024 00:00
2756,11814.26,Cash,TXN833953354,25-06-2024 00:00
2756,21198.95,Cash,TXN895183432,25-06-2024 00:00
766,1077.49,Cash,TXN390624011,04-06-2025 00:00
766,1801.88,Cash,TXN516364716,04-06-2025 00:00
1978,908790.54,NetBanking,TXN335223921,30-09-2023 00:00
1789,8050.46,Card,TXN863266424,12-01-2025 00:00
1789,7403.12,Cash,TXN524534600,12-01-2025 00:00
2065,20368.49,Cash,TXN831506121,28-07-2023 00:00
2065,479790.17,Card,TXN800992551,28-07-2023 00:00
3426,24704.73,Card,TXN295591256,30-04-2025 00:00
3426,2338.37,NetBanking,TXN232655367,30-04-2025 00:00
4480,109062.97,Card,TXN677390289,20-05-2023 00:00
4051,24312.41,UPI,TXN443682602,22-08-2024 00:00
4051,138.26,Card,TXN415784741,22-08-2024 00:00
4051,142.52,NetBanking,TXN650175033,22-08-2024 00:00
1024,151452.36,UPI,TXN795240165,03-04-2025 00:00
3849,14989.66,Card,TXN341777991,22-02-2023 00:00
3849,6986.29,Card,TXN195765541,22-02-2023 00:00
4464,28833.02,NetBanking,TXN542891571,30-04-2024 00:00
4464,54069.01,Cash,TXN389156083,30-04-2024 00:00
4464,134482.7,NetBanking,TXN288812603,30-04-2024 00:00
2690,288248.29,Card,TXN107544506,03-10-2025 00:00
2690,157407.45,UPI,TXN461914232,03-10-2025 00:00
1954,199399.36,NetBanking,TXN203640648,07-06-2024 00:00
1954,112660.02,UPI,TXN827962596,07-06-2024 00:00
3453,1539.56,Card,TXN559006565,14-08-2024 00:00
3453,281.92,Card,TXN634406306,14-08-2024 00:00
2826,29586.04,UPI,TXN432139284,12-09-2024 00:00
2826,440259.96,UPI,TXN342389456,12-09-2024 00:00
3941,174826.57,UPI,TXN945843478,01-09-2025 00:00
3941,104664.73,Card,TXN858861022,01-09-2025 00:00
3941,70510.77,UPI,TXN333489354,01-09-2025 00:00
1028,3752.61,Cash,TXN600233438,27-10-2023 00:00
1028,732.39,UPI,TXN749854018,27-10-2023 00:00
1028,2837.64,UPI,TXN654186570,27-10-2023 00:00
29,8026.13,Cash,TXN984832312,01-04-2025 00:00
29,5120.84,NetBanking,TXN580619843,01-04-2025 00:00
29,2097.65,UPI,TXN885115529,01-04-2025 00:00
3457,3199.24,Card,TXN303893452,17-12-2025 00:00
3457,38486.78,UPI,TXN231706619,17-12-2025 00:00
4,120683.72,Cash,TXN802256850,09-05-2025 00:00
4,74893.12,UPI,TXN244303533,09-05-2025 00:00
3318,90944.33,NetBanking,TXN795227669,15-07-2024 00:00
3318,13451.45,Cash,TXN311920258,15-07-2024 00:00
96,36627.11,Cash,TXN393107025,12-11-2025 00:00
96,26782.37,Card,TXN288921329,12-11-2025 00:00
96,30485.78,NetBanking,TXN935234717,12-11-2025 00:00
4872,42750.66,Cash,TXN166391700,26-08-2025 00:00
4872,93119.62,Card,TXN653417871,26-08-2025 00:00
844,43393.36,NetBanking,TXN437192991,12-01-2024 00:00
4917,796457.48,NetBanking,TXN627635831,19-11-2023 00:00
4917,495255.93,Card,TXN541502053,19-11-2023 00:00
1039,184864.96,Card,TXN957740408,16-11-2024 00:00
1039,12581.53,Cash,TXN699696600,16-11-2024 00:00
1039,8986.4,UPI,TXN876748527,16-11-2024 00:00
4915,345285.04,Cash,TXN983946637,23-02-2024 00:00
4915,400300.71,Card,TXN564537666,23-02-2024 00:00
3473,649610.84,Cash,TXN518320743,04-10-2025 00:00
3473,60.1,UPI,TXN193779073,04-10-2025 00:00
6,111885.36,Cash,TXN740418425,15-04-2024 00:00
6,203268.95,Card,TXN734344811,15-04-2024 00:00
1551,80039.27,Card,TXN287705688,23-02-2025 00:00
2628,15802.34,NetBanking,TXN500973512,12-12-2023 00:00
2628,1203.73,NetBanking,TXN966346291,12-12-2023 00:00
1148,369183.43,Cash,TXN994164457,29-08-2025 00:00
1148,7307.91,NetBanking,TXN372379065,29-08-2025 00:00
3642,34685.18,Card,TXN821872068,03-09-2025 00:00
3642,2867.64,NetBanking,TXN170515782,03-09-2025 00:00
2200,93411.98,Card,TXN874437703,28-06-2024 00:00
4123,176110.69,Cash,TXN773501335,15-11-2024 00:00
3509,12726.65,UPI,TXN103852689,02-07-2024 00:00
3509,7151.54,UPI,TXN518390000,02-07-2024 00:00
4161,22321.92,Cash,TXN932726490,16-02-2024 00:00
1979,5369.38,UPI,TXN282003188,15-01-2025 00:00
1979,9397.36,UPI,TXN995119718,15-01-2025 00:00
1979,960.14,NetBanking,TXN311700525,15-01-2025 00:00
1432,16098.59,UPI,TXN911337566,18-09-2024 00:00
1432,1209.92,Card,TXN745690968,18-09-2024 00:00
1432,251.58,UPI,TXN977472750,18-09-2024 00:00
1650,21780.8,Cash,TXN421166867,05-05-2023 00:00
1650,107668.8,Card,TXN364502683,05-05-2023 00:00
1650,4851.54,UPI,TXN366397537,05-05-2023 00:00
66,35389.66,Card,TXN837230050,27-07-2024 00:00
66,179080.38,Cash,TXN230298485,27-07-2024 00:00
3940,6737.16,UPI,TXN747613743,30-04-2023 00:00
3940,5898.34,NetBanking,TXN760259077,30-04-2023 00:00
3940,11276.46,Card,TXN541899276,30-04-2023 00:00
3501,654462.92,NetBanking,TXN632132806,26-11-2025 00:00
1919,576955.41,Cash,TXN554962756,06-10-2023 00:00
4079,2677.81,Cash,TXN633638919,03-05-2024 00:00
4079,6619.83,Card,TXN484051376,03-05-2024 00:00
458,2130.08,Card,TXN581258936,18-07-2024 00:00
458,1460.57,Card,TXN165376858,18-07-2024 00:00
458,2252.61,UPI,TXN135005788,18-07-2024 00:00
1970,259525.98,Card,TXN860274894,01-06-2025 00:00
368,1038.85,UPI,TXN135128029,24-03-2024 00:00
368,4304.15,Cash,TXN265372404,24-03-2024 00:00
3364,230518.15,NetBanking,TXN329806386,16-06-2025 00:00
4333,47.7,Card,TXN911879958,12-03-2025 00:00
4333,6383.17,Cash,TXN958355042,12-03-2025 00:00
4333,1816.51,UPI,TXN862319675,12-03-2025 00:00
1850,173892.63,Cash,TXN491743812,04-03-2025 00:00
1850,171093.21,Cash,TXN642949145,04-03-2025 00:00
1850,187623.97,NetBanking,TXN174029623,04-03-2025 00:00
4369,195523.47,Cash,TXN690658134,19-07-2025 00:00
4369,206224.49,UPI,TXN828907314,19-07-2025 00:00
538,929.9,UPI,TXN826434569,17-06-2025 00:00
538,33561.58,Card,TXN868988039,17-06-2025 00:00
3050,6859.91,NetBanking,TXN473612815,06-09-2025 00:00
2470,18939.47,NetBanking,TXN636191023,27-12-2023 00:00
2470,23672.26,UPI,TXN506296421,27-12-2023 00:00
2023,822852.58,NetBanking,TXN726751660,27-03-2025 00:00
2167,63580.95,Cash,TXN429000927,11-08-2023 00:00
2167,15402.75,NetBanking,TXN450435718,11-08-2023 00:00
2167,6825.63,Card,TXN143618251,11-08-2023 00:00
2998,310149.98,NetBanking,TXN131805240,14-04-2023 00:00
2815,65689.9,Cash,TXN118410004,05-05-2024 00:00
2815,5652.35,UPI,TXN434849466,05-05-2024 00:00
872,350066.77,NetBanking,TXN374027746,09-05-2023 00:00
872,150993.22,Cash,TXN654607228,09-05-2023 00:00
3058,248289.44,UPI,TXN160812086,09-09-2024 00:00
1140,51738.07,Card,TXN612159379,27-06-2025 00:00
4531,195728.14,Card,TXN946926933,27-06-2025 00:00
4531,34357.09,Card,TXN201531241,27-06-2025 00:00
4531,48936.42,UPI,TXN442887023,27-06-2025 00:00
1054,12190.05,NetBanking,TXN613029744,12-01-2023 00:00
1054,223088.53,Cash,TXN445001828,12-01-2023 00:00
3461,12513.6,UPI,TXN180346869,22-02-2025 00:00
3461,5748.88,NetBanking,TXN648531719,22-02-2025 00:00
1965,22850.63,UPI,TXN270598213,01-01-2025 00:00
1965,57927.48,UPI,TXN649486238,01-01-2025 00:00
1005,68917.63,UPI,TXN170718762,02-04-2025 00:00
1449,3565.78,Cash,TXN964979244,29-09-2024 00:00
3009,23898.41,UPI,TXN792002958,04-02-2024 00:00
4772,12037.1,UPI,TXN419980076,11-04-2025 00:00
217,3745.55,Card,TXN763283885,26-01-2025 00:00
217,636.74,Card,TXN442855784,26-01-2025 00:00
217,2016.54,NetBanking,TXN887451906,26-01-2025 00:00
4500,58000.14,NetBanking,TXN581955725,29-01-2024 00:00
4500,9906.99,NetBanking,TXN755625198,29-01-2024 00:00
3678,532720.2,Card,TXN370063545,09-11-2025 00:00
4156,16251.22,UPI,TXN312105638,02-07-2025 00:00
4156,19692,UPI,TXN440819789,02-07-2025 00:00
4638,28377.53,NetBanking,TXN699423618,28-07-2023 00:00
4638,1531.6,NetBanking,TXN521292307,28-07-2023 00:00
4638,5960.49,Cash,TXN857031357,28-07-2023 00:00
3490,7289.95,Card,TXN378481123,08-11-2023 00:00
3490,26096.6,Cash,TXN680650478,08-11-2023 00:00
3490,119842.79,Cash,TXN930163602,08-11-2023 00:00
3248,51323.62,NetBanking,TXN687176216,10-05-2023 00:00
3248,261326.38,NetBanking,TXN835268367,10-05-2023 00:00
3248,62437.78,Cash,TXN522804224,10-05-2023 00:00
2877,598156.48,NetBanking,TXN861493280,11-12-2023 00:00
4714,965866.86,Card,TXN609348189,04-06-2024 00:00
4714,123958.38,Cash,TXN686452472,04-06-2024 00:00
3870,503236.27,NetBanking,TXN101001654,18-04-2025 00:00
3870,504063.51,UPI,TXN399318175,18-04-2025 00:00
3870,118257.13,UPI,TXN628678517,18-04-2025 00:00
1601,63143.82,Cash,TXN731008013,18-04-2025 00:00
1737,125647.1,Card,TXN208425725,22-02-2024 00:00
1737,190189.97,Card,TXN751602037,22-02-2024 00:00
2092,198304.52,UPI,TXN559823321,18-03-2024 00:00
2658,42293.09,Card,TXN508927110,13-10-2025 00:00
2658,20168.76,UPI,TXN698659960,13-10-2025 00:00
2658,3802.79,UPI,TXN217409685,13-10-2025 00:00
3948,6502.16,Card,TXN607938706,27-07-2023 00:00
3948,1985.38,NetBanking,TXN677576705,27-07-2023 00:00
2173,980235.96,Cash,TXN757875783,24-08-2024 00:00
2173,2568.97,Cash,TXN275225442,24-08-2024 00:00
2173,41625.45,UPI,TXN174462498,24-08-2024 00:00
1721,6765.55,Cash,TXN206275114,05-11-2023 00:00
1721,11728.45,Cash,TXN768125361,05-11-2023 00:00
2845,4681.85,Card,TXN953537985,08-01-2023 00:00
2845,39111.45,UPI,TXN417760441,08-01-2023 00:00
931,357789.66,Cash,TXN628232795,13-01-2025 00:00
931,94694.96,UPI,TXN690785596,13-01-2025 00:00
931,66936.18,Cash,TXN329126257,13-01-2025 00:00
3125,170511.33,UPI,TXN667251541,13-10-2024 00:00
3125,149052.84,NetBanking,TXN436139820,13-10-2024 00:00
1706,5338.06,Cash,TXN376860965,26-09-2023 00:00
1706,58283.62,UPI,TXN773046323,26-09-2023 00:00
1706,3418,NetBanking,TXN800095846,26-09-2023 00:00
4068,7751.44,Card,TXN568399075,31-12-2023 00:00
4068,24277.18,Card,TXN443755659,31-12-2023 00:00
2444,15146.96,NetBanking,TXN251546914,27-02-2025 00:00
4732,20826.24,UPI,TXN344508696,26-09-2023 00:00
4732,1357.85,UPI,TXN366634425,26-09-2023 00:00
3595,106582.45,UPI,TXN588699979,02-03-2025 00:00
3595,12374.67,Card,TXN819256902,02-03-2025 00:00
3595,1560.64,UPI,TXN439829130,02-03-2025 00:00
718,8069.59,NetBanking,TXN894143475,29-11-2025 00:00
718,227284.73,Card,TXN288997638,29-11-2025 00:00
1712,27724.97,UPI,TXN848408196,31-10-2025 00:00
1712,27328.52,Cash,TXN303192213,31-10-2025 00:00
1712,21791.39,NetBanking,TXN420768372,31-10-2025 00:00
1654,52741.7,Card,TXN917143790,13-01-2024 00:00
1654,19069.89,Card,TXN504894263,13-01-2024 00:00
1364,297196.9,UPI,TXN462529141,25-12-2023 00:00
3590,4538.1,UPI,TXN940220157,13-08-2025 00:00
3590,583.91,Cash,TXN144394948,13-08-2025 00:00
1991,84898.3,UPI,TXN592650668,30-10-2024 00:00
1889,5311.16,NetBanking,TXN817922164,23-06-2025 00:00
1889,6360.68,Cash,TXN620084628,23-06-2025 00:00
1889,2645.92,UPI,TXN686593697,23-06-2025 00:00
229,136772.84,Cash,TXN881019094,13-06-2025 00:00
229,18709.53,Cash,TXN856160639,13-06-2025 00:00
3668,35715.99,Card,TXN320984795,12-06-2024 00:00
3668,67620.56,NetBanking,TXN948801139,12-06-2024 00:00
3668,15850.5,Cash,TXN222874074,12-06-2024 00:00
3906,206484.1,UPI,TXN279975339,04-12-2025 00:00
3906,173482.13,NetBanking,TXN627669312,04-12-2025 00:00
3906,10562.83,Cash,TXN553614272,04-12-2025 00:00
4717,141876.66,NetBanking,TXN627352833,28-05-2024 00:00
4717,52349.76,Card,TXN701563456,28-05-2024 00:00
4717,14833.08,Cash,TXN764202199,28-05-2024 00:00
4137,41019.94,UPI,TXN638989955,19-12-2023 00:00
4137,10101.2,NetBanking,TXN360176400,19-12-2023 00:00
788,10086,UPI,TXN816389075,26-04-2023 00:00
788,26493.08,Card,TXN761386363,26-04-2023 00:00
788,59641.55,UPI,TXN939373234,26-04-2023 00:00
2234,36398.49,NetBanking,TXN959773947,16-05-2023 00:00
3481,28534.59,Card,TXN550334823,25-11-2024 00:00
2190,27413.04,Card,TXN260272589,26-10-2023 00:00
4588,240844.76,Card,TXN126122625,19-05-2024 00:00
4016,332177.33,Card,TXN168157538,05-08-2023 00:00
4016,145505.12,Card,TXN290369383,05-08-2023 00:00
4016,37586.62,Cash,TXN378414298,05-08-2023 00:00
2344,3901.73,UPI,TXN831052070,23-04-2025 00:00
2344,8475.84,UPI,TXN664517066,23-04-2025 00:00
4508,654933.96,Card,TXN622331651,17-10-2025 00:00
4508,106918.9,NetBanking,TXN926953631,17-10-2025 00:00
4508,9642.75,Card,TXN944575801,17-10-2025 00:00
900,128476.62,UPI,TXN556137209,27-10-2023 00:00
900,61368.81,Cash,TXN274489126,27-10-2023 00:00
900,236698.29,NetBanking,TXN828435148,27-10-2023 00:00
4229,58326.85,UPI,TXN231885224,19-10-2024 00:00
4229,7234.38,Card,TXN609007376,19-10-2024 00:00
4229,586.09,UPI,TXN823877575,19-10-2024 00:00
4010,11317.48,Card,TXN697546807,19-07-2024 00:00
4010,197317.7,Card,TXN348420451,19-07-2024 00:00
996,129857.74,UPI,TXN984535616,10-02-2023 00:00
996,22733.44,NetBanking,TXN771378282,10-02-2023 00:00
762,361190.24,UPI,TXN503292689,26-03-2023 00:00
1197,3696.77,Cash,TXN583341161,27-05-2024 00:00
1197,35530.41,NetBanking,TXN514678968,27-05-2024 00:00
1197,68531.22,UPI,TXN888628356,27-05-2024 00:00
1063,325086.54,NetBanking,TXN123997703,12-04-2023 00:00
1063,105984.25,Cash,TXN572616494,12-04-2023 00:00
1063,35671.11,UPI,TXN255883546,12-04-2023 00:00
69,4980.38,UPI,TXN588840779,06-06-2025 00:00
69,62113.08,Cash,TXN283048965,06-06-2025 00:00
4052,13329.16,UPI,TXN226125144,23-10-2024 00:00
4052,286.4,NetBanking,TXN255296127,23-10-2024 00:00
4052,464.09,Cash,TXN657502580,23-10-2024 00:00
3644,15110.95,NetBanking,TXN707563248,06-08-2024 00:00
3644,32631.23,Card,TXN114815424,06-08-2024 00:00
3644,11357.09,Cash,TXN226993791,06-08-2024 00:00
2617,26827.13,Cash,TXN158550328,02-03-2025 00:00
2617,64026.91,Card,TXN316874885,02-03-2025 00:00
2617,71288.79,UPI,TXN119808514,02-03-2025 00:00
2369,5371.69,UPI,TXN750830128,17-11-2024 00:00
2369,106511.29,Card,TXN551485315,17-11-2024 00:00
1912,27294.96,UPI,TXN538417704,28-03-2023 00:00
4385,634779.32,NetBanking,TXN347803017,18-12-2025 00:00
2546,119600.71,NetBanking,TXN480235558,21-08-2023 00:00
2546,161773.83,Card,TXN502237348,21-08-2023 00:00
2546,17036.32,NetBanking,TXN579211641,21-08-2023 00:00
2264,1591423.6,Cash,TXN338681656,26-09-2023 00:00
2264,429551.51,Card,TXN944796580,26-09-2023 00:00
782,150344.42,Cash,TXN673137030,23-06-2025 00:00
782,67684.16,Card,TXN639596096,23-06-2025 00:00
3587,677919.98,Cash,TXN197795589,01-10-2025 00:00
1514,41193.51,UPI,TXN377301577,26-08-2025 00:00
1514,158739.19,Card,TXN533801403,26-08-2025 00:00
4268,66894.89,Card,TXN539696575,07-06-2024 00:00
4268,9761.61,NetBanking,TXN375936821,07-06-2024 00:00
4268,11222.42,Card,TXN851647450,07-06-2024 00:00
4193,109660.89,NetBanking,TXN843990509,15-05-2025 00:00
1338,5255.85,NetBanking,TXN617419832,28-12-2023 00:00
1338,8557.03,NetBanking,TXN430122313,28-12-2023 00:00
4680,3226.44,UPI,TXN239969209,18-12-2023 00:00
3100,13053.11,Card,TXN871642596,21-09-2023 00:00
3100,52360.35,Card,TXN480827400,21-09-2023 00:00
3100,116668.92,Cash,TXN279083646,21-09-2023 00:00
1359,26047.52,Card,TXN840734230,11-11-2023 00:00
1359,25500.45,NetBanking,TXN398157197,11-11-2023 00:00
4060,16371.55,UPI,TXN573764830,14-10-2025 00:00
4060,1122.66,Card,TXN119242932,14-10-2025 00:00
1079,30739.08,Card,TXN112240438,02-08-2025 00:00
1079,87012.25,UPI,TXN884099014,02-08-2025 00:00
1445,16490.25,Cash,TXN777439560,27-03-2024 00:00
3701,668812.38,NetBanking,TXN758349954,17-06-2025 00:00
4691,3493.89,UPI,TXN675085306,04-08-2025 00:00
4691,3346,Cash,TXN837736664,04-08-2025 00:00
1141,34217.69,Cash,TXN237915759,31-07-2023 00:00
1141,3035.28,NetBanking,TXN187283895,31-07-2023 00:00
1329,10752.51,NetBanking,TXN634306637,21-10-2023 00:00
659,222482.76,Cash,TXN919944129,08-05-2024 00:00
659,26346.4,Cash,TXN892824113,08-05-2024 00:00
2238,546.91,UPI,TXN456101231,03-11-2023 00:00
2238,4627.2,UPI,TXN371235146,03-11-2023 00:00
2238,3735.29,NetBanking,TXN770463365,03-11-2023 00:00
2233,197755.93,NetBanking,TXN907655787,19-02-2023 00:00
2233,701735.21,Cash,TXN478085124,19-02-2023 00:00
279,16327.8,NetBanking,TXN856871823,30-05-2025 00:00
279,66956.3,Card,TXN691282232,30-05-2025 00:00
3588,40621.28,Cash,TXN768967285,09-05-2023 00:00
3588,21725.97,Card,TXN535020301,09-05-2023 00:00
3584,112594.72,Card,TXN630596968,05-06-2024 00:00
3584,117.5,NetBanking,TXN439397417,05-06-2024 00:00
3584,1861.89,Card,TXN460290346,05-06-2024 00:00
4806,15214.49,Card,TXN939927205,22-10-2024 00:00
4806,6901.46,UPI,TXN198318371,22-10-2024 00:00
4806,107451.74,UPI,TXN108223444,22-10-2024 00:00
1481,61035.22,NetBanking,TXN540313732,11-03-2024 00:00
1481,16009.73,NetBanking,TXN224499365,11-03-2024 00:00
1480,36629.53,Cash,TXN738069657,26-12-2025 00:00
9,98919.82,Card,TXN443680828,15-10-2025 00:00
9,191533.45,NetBanking,TXN329469228,15-10-2025 00:00
4926,164315.52,UPI,TXN117825236,09-10-2024 00:00
4926,54604.74,UPI,TXN717584782,09-10-2024 00:00
4926,32021.16,Card,TXN657259450,09-10-2024 00:00
3291,146768.72,Card,TXN641227103,30-07-2025 00:00
3291,15760.95,Cash,TXN872324099,30-07-2025 00:00
3291,5540.02,UPI,TXN665530232,30-07-2025 00:00
565,115623.23,Cash,TXN172854193,22-09-2025 00:00
565,249379.64,Card,TXN405082969,22-09-2025 00:00
4087,5415.49,NetBanking,TXN496708274,17-06-2025 00:00
4087,299813.72,Cash,TXN236448888,17-06-2025 00:00
566,532638,Card,TXN240739374,15-06-2023 00:00
566,225387.99,NetBanking,TXN243844620,15-06-2023 00:00
566,41872.8,Cash,TXN481969670,15-06-2023 00:00
592,295486.87,Card,TXN278003188,14-03-2025 00:00
592,13861.17,NetBanking,TXN539057565,14-03-2025 00:00
4113,271286.01,UPI,TXN268942205,10-07-2023 00:00
4113,175534.33,NetBanking,TXN831102430,10-07-2023 00:00
4113,122771.86,UPI,TXN267720201,10-07-2023 00:00
4438,45532.69,Card,TXN929801022,21-03-2023 00:00
4438,87138.06,NetBanking,TXN490842508,21-03-2023 00:00
4334,1630429.58,NetBanking,TXN993854970,03-01-2024 00:00
553,223627.01,NetBanking,TXN237766353,29-05-2025 00:00
1640,17683.04,Cash,TXN283868800,05-05-2025 00:00
1640,26460.97,UPI,TXN442644790,05-05-2025 00:00
1520,16875.03,Cash,TXN457457781,07-03-2025 00:00
1520,1386.18,Card,TXN497550068,07-03-2025 00:00
4285,39146.65,Card,TXN474012972,24-02-2025 00:00
1968,147574.86,Card,TXN147698123,07-07-2025 00:00
1968,124895.86,Card,TXN868006787,07-07-2025 00:00
927,391696.15,Cash,TXN905962161,29-09-2025 00:00
3315,17245.64,UPI,TXN109704193,22-11-2025 00:00
2519,103101.7,UPI,TXN386858499,16-05-2024 00:00
2519,5134.71,NetBanking,TXN320926522,16-05-2024 00:00
2519,43467.41,NetBanking,TXN136567435,16-05-2024 00:00
2510,400246.05,Cash,TXN818617394,26-02-2023 00:00
398,248278.58,UPI,TXN687071696,01-10-2025 00:00
2641,60188.13,UPI,TXN394009808,16-01-2024 00:00
2641,150973.02,Cash,TXN195425790,16-01-2024 00:00
2641,44920.67,NetBanking,TXN422346346,16-01-2024 00:00
1732,3232.01,NetBanking,TXN501325839,12-09-2025 00:00
1732,6571.95,NetBanking,TXN608474343,12-09-2025 00:00
1233,110414.17,Card,TXN341427635,08-12-2023 00:00
1233,184241.24,Card,TXN304285716,08-12-2023 00:00
165,106994.74,Card,TXN597371276,08-09-2023 00:00
165,22641.1,NetBanking,TXN160735802,08-09-2023 00:00
165,4501.92,NetBanking,TXN873973381,08-09-2023 00:00
2266,414158.34,Card,TXN123377206,22-03-2024 00:00
2266,163861.7,NetBanking,TXN460049779,22-03-2024 00:00
2266,94445.7,Card,TXN907552251,22-03-2024 00:00
2162,274363.48,NetBanking,TXN849200725,20-10-2024 00:00
2162,5030.18,Cash,TXN681161864,20-10-2024 00:00
56,49953.07,NetBanking,TXN314657195,06-04-2024 00:00
4745,89352.85,NetBanking,TXN640158012,27-04-2024 00:00
4745,39620.95,Cash,TXN180452066,27-04-2024 00:00
4237,27844.21,NetBanking,TXN408994260,09-03-2023 00:00
3226,24585.59,Cash,TXN611232830,17-11-2023 00:00
3226,14216.17,UPI,TXN246113947,17-11-2023 00:00
4281,4280.68,Card,TXN730782463,31-08-2024 00:00
3059,609183.45,UPI,TXN499854388,25-10-2024 00:00
2231,1407.95,UPI,TXN932995620,18-07-2024 00:00
820,39332.16,Cash,TXN952202658,24-05-2023 00:00
820,2203.56,Card,TXN486989918,24-05-2023 00:00
820,126069.9,Cash,TXN134509988,24-05-2023 00:00
4118,114536.74,NetBanking,TXN872732131,07-09-2025 00:00
4118,781697.65,Card,TXN933637106,07-09-2025 00:00
4759,7870.38,NetBanking,TXN926731165,08-06-2024 00:00
4759,102729.73,Cash,TXN753330645,08-06-2024 00:00
2427,246760.61,Cash,TXN734506445,04-06-2023 00:00
3522,123693.04,UPI,TXN218468680,23-02-2025 00:00
3522,15086.11,Card,TXN148264292,23-02-2025 00:00
3522,1569.4,NetBanking,TXN290164840,23-02-2025 00:00
245,118676.34,Cash,TXN688882187,01-10-2023 00:00
2615,308181.6,UPI,TXN532851016,18-04-2025 00:00
3431,88446.19,NetBanking,TXN222710081,29-06-2025 00:00
3431,11436.02,UPI,TXN774110062,29-06-2025 00:00
2901,30319.52,NetBanking,TXN413522995,26-10-2025 00:00
2901,24199.78,Cash,TXN887663121,26-10-2025 00:00
2901,126693.06,NetBanking,TXN166108885,26-10-2025 00:00
1326,1120.91,Card,TXN626889623,04-08-2025 00:00
1326,360.12,UPI,TXN547531415,04-08-2025 00:00
1326,316.68,UPI,TXN535340418,04-08-2025 00:00
3016,18098.7,Card,TXN457827908,30-12-2024 00:00
3016,85684.37,UPI,TXN607582970,30-12-2024 00:00
3016,75102.5,Cash,TXN947219223,30-12-2024 00:00
2670,36784.77,UPI,TXN210965075,25-10-2023 00:00
2670,24870.97,NetBanking,TXN723606490,25-10-2023 00:00
2670,20777.59,Card,TXN606821023,25-10-2023 00:00
1807,128530.93,NetBanking,TXN125342467,24-07-2024 00:00
1807,11348.67,Cash,TXN839895934,24-07-2024 00:00
1807,27857.39,Card,TXN114581940,24-07-2024 00:00
1127,41980.31,Card,TXN449179855,25-03-2025 00:00
1127,511.14,UPI,TXN405154496,25-03-2025 00:00
1060,58472.93,Card,TXN983733606,06-01-2024 00:00
2348,184168.1,UPI,TXN972835045,25-12-2025 00:00
2348,40299.48,NetBanking,TXN241834748,25-12-2025 00:00
1017,106373.84,Cash,TXN724012389,27-12-2025 00:00
484,35146.25,UPI,TXN152370254,10-01-2025 00:00
484,28914.91,Cash,TXN226902316,10-01-2025 00:00
484,17864.33,Card,TXN341429279,10-01-2025 00:00
3558,103054.79,Cash,TXN498724569,01-09-2023 00:00
144,12334.5,Card,TXN531121659,14-11-2023 00:00
144,14840.19,Card,TXN808377227,14-11-2023 00:00
1885,2451864.07,Card,TXN802743343,29-04-2025 00:00
1754,1522.33,UPI,TXN525083144,13-10-2025 00:00
1754,967.29,Cash,TXN920010255,13-10-2025 00:00
1224,75135.21,NetBanking,TXN482667602,21-11-2024 00:00
