order_date,status,total_amount,invoice_number,invoice_date,customer_id,branch_id
09-01-2025 00:00,Delivered,519420.8,INV000931,13-01-2025 00:00,80,2
14-04-2024 00:00,Delivered,37383.31,INV000932,15-04-2024 00:00,519,5
12-02-2024 00:00,Delivered,164312.64,INV000933,13-02-2024 00:00,1050,9
31-10-2023 00:00,Delivered,67521.68,INV000934,05-11-2023 00:00,1052,8
30-05-2023 00:00,Delivered,101360.24,INV000935,30-05-2023 00:00,675,12
25-11-2024 00:00,Delivered,42700.76,INV000936,30-11-2024 00:00,1959,11
18-01-2023 00:00,Delivered,23125.78,INV000937,22-01-2023 00:00,605,4
22-02-2025 00:00,Delivered,104889.27,INV000938,23-02-2025 00:00,1778,6
25-11-2024 00:00,Delivered,372420.36,INV000939,25-11-2024 00:00,815,3
13-07-2025 00:00,Delivered,185887.33,INV000940,16-07-2025 00:00,351,8
24-02-2025 00:00,Delivered,70157,INV000941,24-02-2025 00:00,1529,7
21-05-2023 00:00,Delivered,23910.77,INV000942,23-05-2023 00:00,1145,9
13-10-2023 00:00,Delivered,135271.72,INV000943,18-10-2023 00:00,606,12
29-09-2024 00:00,Delivered,66838.07,INV000944,30-09-2024 00:00,906,10
10-06-2024 00:00,Delivered,527414.78,INV000945,12-06-2024 00:00,1647,7
30-05-2023 00:00,Delivered,474300.8,INV000946,02-06-2023 00:00,1237,9
02-01-2023 00:00,Delivered,59551.68,INV000947,05-01-2023 00:00,170,5
19-09-2023 00:00,Delivered,31185.19,INV000948,21-09-2023 00:00,492,3
02-04-2024 00:00,Delivered,12709.72,INV000949,03-04-2024 00:00,1739,5
23-06-2025 00:00,Delivered,69420.79,INV000950,26-06-2025 00:00,608,4
27-11-2024 00:00,Delivered,27437.63,INV000951,01-12-2024 00:00,380,10
29-10-2024 00:00,Delivered,63940.63,INV000952,03-11-2024 00:00,87,4
02-06-2023 00:00,Delivered,437505.59,INV000953,02-06-2023 00:00,1685,8
16-07-2024 00:00,Delivered,452260.12,INV000954,21-07-2024 00:00,1358,1
06-03-2023 00:00,Delivered,1364733.13,INV000955,07-03-2023 00:00,328,3
12-12-2025 00:00,Delivered,48639.2,INV000956,14-12-2025 00:00,955,3
06-02-2024 00:00,Delivered,33238.86,INV000957,11-02-2024 00:00,298,5
13-08-2024 00:00,Delivered,29559.91,INV000958,13-08-2024 00:00,619,11
28-07-2024 00:00,Delivered,1217529.43,INV000959,02-08-2024 00:00,529,5
03-03-2025 00:00,Delivered,164198.93,INV000960,04-03-2025 00:00,435,5
27-12-2024 00:00,Delivered,186990,INV000961,01-01-2025 00:00,906,5
06-09-2024 00:00,Delivered,2110.04,INV000962,11-09-2024 00:00,838,10
27-04-2024 00:00,Delivered,92462.32,INV000963,02-05-2024 00:00,286,10
25-05-2023 00:00,Delivered,267767.41,INV000964,29-05-2023 00:00,1674,10
16-06-2024 00:00,Delivered,52133.53,INV000965,16-06-2024 00:00,1260,10
02-03-2025 00:00,Delivered,41775.52,INV000966,03-03-2025 00:00,74,3
21-09-2025 00:00,Delivered,633124.23,INV000967,21-09-2025 00:00,1122,6
22-11-2025 00:00,Delivered,476228.34,INV000968,25-11-2025 00:00,245,4
27-01-2023 00:00,Delivered,209543.61,INV000969,30-01-2023 00:00,1173,10
15-07-2024 00:00,Delivered,8722.62,INV000970,18-07-2024 00:00,1682,1
21-03-2023 00:00,Delivered,113003.25,INV000971,25-03-2023 00:00,1970,4
16-02-2023 00:00,Delivered,522575.61,INV000972,16-02-2023 00:00,527,12
07-12-2024 00:00,Delivered,13213.68,INV000973,12-12-2024 00:00,1917,11
27-10-2024 00:00,Delivered,16316.36,INV000974,31-10-2024 00:00,560,10
14-04-2023 00:00,Delivered,740986.31,INV000975,16-04-2023 00:00,934,1
20-01-2025 00:00,Delivered,105046.68,INV000976,20-01-2025 00:00,344,12
19-12-2023 00:00,Delivered,139223.35,INV000977,21-12-2023 00:00,1373,5
19-12-2025 00:00,Delivered,256213.6,INV000978,22-12-2025 00:00,794,3
04-07-2023 00:00,Delivered,1523.11,INV000979,09-07-2023 00:00,974,12
07-04-2025 00:00,Delivered,52909.79,INV000980,08-04-2025 00:00,778,8
23-09-2025 00:00,Delivered,9962.49,INV000981,25-09-2025 00:00,1837,7
29-07-2024 00:00,Delivered,986430.79,INV000982,29-07-2024 00:00,478,4
03-07-2025 00:00,Delivered,13788.44,INV000983,05-07-2025 00:00,983,4
15-04-2024 00:00,Delivered,393007.61,INV000984,20-04-2024 00:00,825,11
22-03-2025 00:00,Delivered,65419.25,INV000985,26-03-2025 00:00,1237,6
23-02-2023 00:00,Delivered,17798.19,INV000986,23-02-2023 00:00,1977,7
22-05-2023 00:00,Delivered,29751.56,INV000987,25-05-2023 00:00,1396,4
29-05-2025 00:00,Delivered,9984.51,INV000988,02-06-2025 00:00,1230,3
24-03-2025 00:00,Delivered,41172.7,INV000989,28-03-2025 00:00,58,4
19-07-2025 00:00,Delivered,26595.45,INV000990,20-07-2025 00:00,1428,10
10-04-2023 00:00,Delivered,26089.59,INV000991,10-04-2023 00:00,600,11
26-12-2024 00:00,Delivered,38583.15,INV000992,27-12-2024 00:00,1115,9
07-12-2023 00:00,Delivered,920647.63,INV000993,07-12-2023 00:00,19,9
14-10-2024 00:00,Delivered,75597.46,INV000994,19-10-2024 00:00,1567,11
07-11-2023 00:00,Delivered,277297.43,INV000995,12-11-2023 00:00,1270,5
08-02-2023 00:00,Delivered,152591.18,INV000996,10-02-2023 00:00,1919,4
19-09-2025 00:00,Delivered,406022.27,INV000997,20-09-2025 00:00,480,12
13-10-2023 00:00,Delivered,116880.72,INV000998,17-10-2023 00:00,253,9
13-08-2023 00:00,Delivered,157268.82,INV000999,13-08-2023 00:00,1257,9
12-07-2023 00:00,Delivered,387045.75,INV001000,14-07-2023 00:00,308,4
20-09-2023 00:00,Delivered,911281.13,INV001001,23-09-2023 00:00,1147,6
18-06-2023 00:00,Delivered,45096.15,INV001002,22-06-2023 00:00,422,12
12-07-2023 00:00,Delivered,64881.51,INV001003,14-07-2023 00:00,1244,7
06-09-2025 00:00,Delivered,440577.07,INV001004,08-09-2025 00:00,1337,6
29-03-2025 00:00,Delivered,68917.63,INV001005,02-04-2025 00:00,12,3
11-11-2025 00:00,Delivered,18907.86,INV001006,13-11-2025 00:00,1311,10
09-03-2024 00:00,Delivered,78057.05,INV001007,09-03-2024 00:00,1128,3
19-05-2025 00:00,Delivered,32860.7,INV001008,22-05-2025 00:00,583,2
15-09-2023 00:00,Delivered,63332.72,INV001009,15-09-2023 00:00,659,8
03-10-2023 00:00,Delivered,438750.12,INV001010,05-10-2023 00:00,1135,10
15-06-2024 00:00,Delivered,1132309.57,INV001011,20-06-2024 00:00,807,12
29-10-2023 00:00,Delivered,238002.32,INV001012,30-10-2023 00:00,294,12
07-01-2024 00:00,Delivered,61718.74,INV001013,07-01-2024 00:00,533,10
28-03-2024 00:00,Delivered,245564.83,INV001014,28-03-2024 00:00,1718,10
10-05-2023 00:00,Delivered,44492.73,INV001015,11-05-2023 00:00,1928,12
18-02-2024 00:00,Delivered,308665.16,INV001016,19-02-2024 00:00,1802,6
27-12-2025 00:00,Delivered,106373.84,INV001017,27-12-2025 00:00,1402,9
15-07-2025 00:00,Delivered,76391.79,INV001018,16-07-2025 00:00,257,2
29-09-2025 00:00,Delivered,25474.99,INV001019,02-10-2025 00:00,301,11
01-06-2023 00:00,Delivered,188451.81,INV001020,01-06-2023 00:00,134,7
07-07-2023 00:00,Delivered,352800.54,INV001021,08-07-2023 00:00,1237,1
20-09-2024 00:00,Delivered,60071.08,INV001022,20-09-2024 00:00,1960,9
15-05-2023 00:00,Delivered,1020798.8,INV001023,15-05-2023 00:00,980,9
30-03-2025 00:00,Delivered,151452.36,INV001024,03-04-2025 00:00,673,4
19-01-2024 00:00,Delivered,525020.83,INV001025,21-01-2024 00:00,14,11
19-10-2024 00:00,Delivered,28504.07,INV001026,19-10-2024 00:00,917,2
09-09-2023 00:00,Delivered,155023.24,INV001027,14-09-2023 00:00,1506,2
25-10-2023 00:00,Delivered,7322.64,INV001028,27-10-2023 00:00,589,7
27-06-2024 00:00,Delivered,201812.17,INV001029,02-07-2024 00:00,1900,4
29-09-2023 00:00,Delivered,17510.61,INV001030,01-10-2023 00:00,654,8
03-07-2025 00:00,Delivered,37341.93,INV001031,05-07-2025 00:00,308,7
24-02-2024 00:00,Delivered,161067.62,INV001032,26-02-2024 00:00,202,2
26-05-2025 00:00,Delivered,29624.84,INV001033,27-05-2025 00:00,890,7
09-05-2024 00:00,Delivered,210222.62,INV001034,12-05-2024 00:00,489,7
01-05-2024 00:00,Delivered,47614.54,INV001035,05-05-2024 00:00,1503,2
17-02-2025 00:00,Delivered,343338.49,INV001036,17-02-2025 00:00,1712,9
02-09-2023 00:00,Delivered,260708.55,INV001037,06-09-2023 00:00,1112,7
30-10-2023 00:00,Delivered,203230.43,INV001038,31-10-2023 00:00,895,8
12-11-2024 00:00,Delivered,206432.89,INV001039,16-11-2024 00:00,577,6
06-11-2023 00:00,Delivered,43460.47,INV001040,10-11-2023 00:00,239,4
25-07-2024 00:00,Delivered,275050.04,INV001041,30-07-2024 00:00,1619,11
26-12-2024 00:00,Delivered,32645.67,INV001042,26-12-2024 00:00,247,8
01-05-2025 00:00,Delivered,27135.51,INV001043,02-05-2025 00:00,793,2
15-07-2023 00:00,Delivered,103873.97,INV001044,15-07-2023 00:00,543,6
24-11-2024 00:00,Delivered,146483.15,INV001045,26-11-2024 00:00,666,6
04-12-2024 00:00,Delivered,1598384.8,INV001046,07-12-2024 00:00,1308,3
10-03-2024 00:00,Delivered,601642.26,INV001047,14-03-2024 00:00,1156,6
19-02-2025 00:00,Delivered,74596.52,INV001048,21-02-2025 00:00,839,10
18-06-2025 00:00,Delivered,62220.78,INV001049,18-06-2025 00:00,1620,8
06-08-2023 00:00,Delivered,53517.14,INV001050,06-08-2023 00:00,1877,2
09-12-2023 00:00,Delivered,485889.96,INV001051,09-12-2023 00:00,317,6
25-11-2025 00:00,Delivered,20275.1,INV001052,26-11-2025 00:00,206,4
10-11-2024 00:00,Delivered,144825.49,INV001053,12-11-2024 00:00,1262,2
12-01-2023 00:00,Delivered,235278.58,INV001054,12-01-2023 00:00,160,2
27-12-2024 00:00,Delivered,122966.36,INV001055,28-12-2024 00:00,484,9
25-03-2023 00:00,Delivered,142811.12,INV001056,28-03-2023 00:00,1907,6
07-11-2025 00:00,Delivered,391972.31,INV001057,10-11-2025 00:00,554,2
11-09-2025 00:00,Delivered,721880.38,INV001058,12-09-2025 00:00,545,6
31-07-2025 00:00,Delivered,181501.01,INV001059,02-08-2025 00:00,1761,12
01-01-2024 00:00,Delivered,58472.93,INV001060,06-01-2024 00:00,29,7
16-07-2025 00:00,Delivered,228652.02,INV001061,21-07-2025 00:00,1047,1
20-04-2024 00:00,Delivered,794052.54,INV001062,25-04-2024 00:00,1571,2
10-04-2023 00:00,Delivered,466741.9,INV001063,12-04-2023 00:00,902,7
04-03-2024 00:00,Delivered,77720.24,INV001064,09-03-2024 00:00,1927,2
08-09-2025 00:00,Delivered,658860.84,INV001065,08-09-2025 00:00,1503,6
28-07-2023 00:00,Delivered,164700.73,INV001066,29-07-2023 00:00,431,10
27-12-2023 00:00,Delivered,452808.4,INV001067,28-12-2023 00:00,994,2
05-05-2025 00:00,Delivered,135084.56,INV001068,07-05-2025 00:00,1917,4
10-11-2025 00:00,Delivered,52593.24,INV001069,10-11-2025 00:00,1552,1
21-08-2024 00:00,Delivered,77140.96,INV001070,25-08-2024 00:00,1241,2
12-04-2024 00:00,Delivered,146516.73,INV001071,15-04-2024 00:00,1666,9
27-01-2023 00:00,Delivered,1276616.12,INV001072,29-01-2023 00:00,1396,12
23-06-2023 00:00,Delivered,1903.94,INV001073,23-06-2023 00:00,1330,6
21-10-2023 00:00,Delivered,85184.12,INV001074,22-10-2023 00:00,1352,6
09-05-2025 00:00,Delivered,25945.74,INV001075,14-05-2025 00:00,1751,6
17-09-2024 00:00,Delivered,14504.69,INV001076,17-09-2024 00:00,1174,4
09-06-2023 00:00,Delivered,765539.18,INV001077,13-06-2023 00:00,407,6
21-06-2025 00:00,Delivered,15507.38,INV001078,21-06-2025 00:00,1349,11
30-07-2025 00:00,Delivered,117751.33,INV001079,02-08-2025 00:00,1824,3
08-04-2024 00:00,Delivered,535916.32,INV001080,11-04-2024 00:00,1252,1
28-07-2024 00:00,Delivered,2230.39,INV001081,30-07-2024 00:00,1667,7
20-06-2024 00:00,Delivered,89328.48,INV001082,24-06-2024 00:00,1867,12
08-09-2023 00:00,Delivered,20508.58,INV001083,08-09-2023 00:00,1991,1
08-02-2023 00:00,Delivered,169725.91,INV001084,11-02-2023 00:00,1250,6
16-07-2024 00:00,Delivered,95899.14,INV001085,18-07-2024 00:00,835,12
17-12-2025 00:00,Delivered,39890.9,INV001086,22-12-2025 00:00,1791,10
31-05-2023 00:00,Delivered,135759.23,INV001087,02-06-2023 00:00,365,3
27-06-2025 00:00,Delivered,604091.26,INV001088,29-06-2025 00:00,1932,11
26-06-2025 00:00,Delivered,61885.01,INV001089,01-07-2025 00:00,1564,11
30-04-2024 00:00,Delivered,117372.93,INV001090,03-05-2024 00:00,193,6
28-08-2025 00:00,Delivered,79471.72,INV001091,30-08-2025 00:00,1506,1
20-10-2023 00:00,Delivered,571435.22,INV001092,25-10-2023 00:00,678,8
30-11-2024 00:00,Delivered,124055.98,INV001093,02-12-2024 00:00,1340,7
10-07-2024 00:00,Delivered,129990.13,INV001094,11-07-2024 00:00,191,7
26-09-2024 00:00,Delivered,206521.52,INV001095,30-09-2024 00:00,1447,2
20-08-2025 00:00,Delivered,2076024,INV001096,23-08-2025 00:00,75,5
05-07-2023 00:00,Delivered,54397.05,INV001097,05-07-2023 00:00,530,5
01-02-2025 00:00,Delivered,2971.69,INV001098,01-02-2025 00:00,30,6
08-03-2024 00:00,Delivered,216634.28,INV001099,09-03-2024 00:00,1742,3
25-09-2024 00:00,Delivered,190715.9,INV001100,25-09-2024 00:00,854,8
09-01-2025 00:00,Delivered,17332.18,INV001101,09-01-2025 00:00,274,7
23-10-2023 00:00,Delivered,181611.25,INV001102,27-10-2023 00:00,362,11
16-07-2025 00:00,Delivered,18664.85,INV001103,18-07-2025 00:00,1326,12
22-07-2023 00:00,Delivered,697089.7,INV001104,25-07-2023 00:00,227,3
28-06-2025 00:00,Delivered,17456.65,INV001105,28-06-2025 00:00,1451,5
23-02-2025 00:00,Delivered,151919.81,INV001106,25-02-2025 00:00,748,12
27-07-2025 00:00,Delivered,102255.41,INV001107,31-07-2025 00:00,1034,6
16-02-2023 00:00,Delivered,19880.99,INV001108,16-02-2023 00:00,800,12
02-01-2025 00:00,Delivered,56099.79,INV001109,07-01-2025 00:00,1443,8
25-09-2025 00:00,Delivered,482197.33,INV001110,29-09-2025 00:00,1092,3
21-08-2025 00:00,Delivered,517693.48,INV001111,22-08-2025 00:00,532,7
12-08-2024 00:00,Delivered,210241.18,INV001112,15-08-2024 00:00,1082,11
19-09-2024 00:00,Delivered,249163.85,INV001113,23-09-2024 00:00,942,1
10-11-2025 00:00,Delivered,49821.69,INV001114,12-11-2025 00:00,739,7
05-03-2023 00:00,Delivered,15322.8,INV001115,06-03-2023 00:00,1985,8
19-01-2023 00:00,Delivered,86207.59,INV001116,23-01-2023 00:00,919,12
15-03-2025 00:00,Delivered,192661.49,INV001117,17-03-2025 00:00,1829,6
16-05-2025 00:00,Delivered,11448.3,INV001118,19-05-2025 00:00,1646,4
18-01-2023 00:00,Delivered,391792.96,INV001119,20-01-2023 00:00,1282,10
26-10-2023 00:00,Delivered,10573.85,INV001120,27-10-2023 00:00,1822,1
25-07-2025 00:00,Delivered,495928.32,INV001121,29-07-2025 00:00,1574,12
11-06-2025 00:00,Delivered,54594.32,INV001122,11-06-2025 00:00,1779,5
06-02-2025 00:00,Delivered,159233.4,INV001123,07-02-2025 00:00,1222,4
18-09-2024 00:00,Delivered,42033.47,INV001124,23-09-2024 00:00,1242,11
09-05-2025 00:00,Delivered,324426.29,INV001125,14-05-2025 00:00,1224,6
11-02-2025 00:00,Delivered,5862.68,INV001126,11-02-2025 00:00,1080,8
24-03-2025 00:00,Delivered,42491.45,INV001127,25-03-2025 00:00,408,11
12-05-2024 00:00,Delivered,39528.61,INV001128,15-05-2024 00:00,1801,11
04-05-2023 00:00,Delivered,2705.01,INV001129,07-05-2023 00:00,211,10
29-07-2025 00:00,Delivered,26451.38,INV001130,31-07-2025 00:00,1785,1
24-06-2023 00:00,Delivered,197722.68,INV001131,25-06-2023 00:00,314,5
15-11-2025 00:00,Delivered,908.92,INV001132,19-11-2025 00:00,180,11
30-12-2025 00:00,Delivered,58813.57,INV001133,03-01-2026 00:00,1046,10
31-12-2025 00:00,Delivered,13635.81,INV001134,01-01-2026 00:00,267,11
19-02-2023 00:00,Delivered,557199.94,INV001135,19-02-2023 00:00,1234,11
15-05-2023 00:00,Delivered,64683.26,INV001136,16-05-2023 00:00,323,3
19-04-2023 00:00,Delivered,187344.54,INV001137,21-04-2023 00:00,1288,5
26-05-2024 00:00,Delivered,38283.9,INV001138,28-05-2024 00:00,638,7
17-12-2024 00:00,Delivered,48785.46,INV001139,17-12-2024 00:00,1931,4
22-06-2025 00:00,Delivered,51738.07,INV001140,27-06-2025 00:00,216,4
30-07-2023 00:00,Delivered,37252.97,INV001141,31-07-2023 00:00,1982,8
10-10-2024 00:00,Delivered,13646.5,INV001142,14-10-2024 00:00,1775,4
09-08-2023 00:00,Delivered,281684.23,INV001143,12-08-2023 00:00,1575,4
31-08-2024 00:00,Delivered,401695.99,INV001144,31-08-2024 00:00,613,7
06-10-2025 00:00,Delivered,29996.48,INV001145,08-10-2025 00:00,398,3
08-06-2023 00:00,Delivered,247712.25,INV001146,12-06-2023 00:00,765,7
06-12-2025 00:00,Delivered,44085.11,INV001147,11-12-2025 00:00,878,1
25-08-2025 00:00,Delivered,376491.34,INV001148,29-08-2025 00:00,1329,12
24-04-2025 00:00,Delivered,119880.43,INV001149,25-04-2025 00:00,12,10
08-11-2024 00:00,Delivered,208574.35,INV001150,10-11-2024 00:00,1607,10
21-10-2023 00:00,Delivered,313358.58,INV001151,21-10-2023 00:00,311,2
05-04-2025 00:00,Delivered,114131.12,INV001152,08-04-2025 00:00,404,1
27-07-2025 00:00,Delivered,492025.39,INV001153,30-07-2025 00:00,381,6
30-11-2025 00:00,Delivered,51072.6,INV001154,30-11-2025 00:00,528,2
09-09-2025 00:00,Delivered,160571.32,INV001155,14-09-2025 00:00,786,1
22-09-2023 00:00,Delivered,45294.42,INV001156,25-09-2023 00:00,269,10
21-03-2025 00:00,Delivered,242079.82,INV001157,22-03-2025 00:00,1623,12
04-05-2023 00:00,Delivered,23967.01,INV001158,05-05-2023 00:00,932,10
01-12-2023 00:00,Delivered,84210.08,INV001159,02-12-2023 00:00,1122,8
23-11-2024 00:00,Delivered,546527.2,INV001160,28-11-2024 00:00,956,4
15-12-2024 00:00,Delivered,51771.05,INV001161,20-12-2024 00:00,1140,6
13-05-2025 00:00,Delivered,67780.88,INV001162,14-05-2025 00:00,1428,7
07-08-2025 00:00,Delivered,18562.88,INV001163,09-08-2025 00:00,743,3
08-12-2023 00:00,Delivered,573316.14,INV001164,11-12-2023 00:00,1449,4
20-11-2024 00:00,Delivered,14693.38,INV001165,22-11-2024 00:00,773,12
18-01-2024 00:00,Delivered,190903.84,INV001166,19-01-2024 00:00,1540,8
28-12-2024 00:00,Delivered,254382.55,INV001167,29-12-2024 00:00,1636,3
17-12-2023 00:00,Delivered,44715.39,INV001168,18-12-2023 00:00,1562,4
02-03-2023 00:00,Delivered,68128.31,INV001169,02-03-2023 00:00,1448,12
18-12-2025 00:00,Delivered,859476.97,INV001170,23-12-2025 00:00,782,8
21-03-2024 00:00,Delivered,271501.99,INV001171,25-03-2024 00:00,171,11
16-04-2025 00:00,Delivered,70274.92,INV001172,21-04-2025 00:00,1947,9
21-07-2025 00:00,Delivered,16028.17,INV001173,23-07-2025 00:00,1063,9
15-08-2025 00:00,Delivered,13098.26,INV001174,18-08-2025 00:00,1927,7
21-08-2025 00:00,Delivered,665318.43,INV001175,23-08-2025 00:00,671,1
18-10-2024 00:00,Delivered,6416.76,INV001176,21-10-2024 00:00,224,11
09-06-2023 00:00,Delivered,256811.35,INV001177,13-06-2023 00:00,1438,7
21-12-2023 00:00,Delivered,49366.3,INV001178,26-12-2023 00:00,1192,10
12-06-2023 00:00,Delivered,23625,INV001179,16-06-2023 00:00,995,7
02-04-2024 00:00,Delivered,49110.69,INV001180,05-04-2024 00:00,1076,1
16-10-2023 00:00,Delivered,451822.96,INV001181,20-10-2023 00:00,1083,8
03-04-2023 00:00,Delivered,51817,INV001182,08-04-2023 00:00,146,2
19-07-2024 00:00,Delivered,806068.69,INV001183,19-07-2024 00:00,1944,12
28-06-2025 00:00,Delivered,552568.28,INV001184,29-06-2025 00:00,1914,9
19-01-2024 00:00,Delivered,21603.45,INV001185,24-01-2024 00:00,1222,2
19-11-2025 00:00,Delivered,967933.04,INV001186,23-11-2025 00:00,1029,10
28-11-2025 00:00,Delivered,272982.56,INV001187,02-12-2025 00:00,1874,1
17-02-2024 00:00,Delivered,104668.61,INV001188,18-02-2024 00:00,661,1
14-03-2024 00:00,Delivered,545611.59,INV001189,19-03-2024 00:00,217,10
06-02-2023 00:00,Delivered,21034.96,INV001190,09-02-2023 00:00,559,6
16-01-2024 00:00,Delivered,52575.35,INV001191,19-01-2024 00:00,611,8
02-05-2024 00:00,Delivered,161394.68,INV001192,06-05-2024 00:00,1249,6
21-01-2025 00:00,Delivered,262560.41,INV001193,21-01-2025 00:00,1592,9
17-04-2023 00:00,Delivered,28718.71,INV001194,17-04-2023 00:00,706,11
04-10-2024 00:00,Delivered,60007.93,INV001195,06-10-2024 00:00,1986,5
10-12-2025 00:00,Delivered,36320.81,INV001196,13-12-2025 00:00,78,8
23-05-2024 00:00,Delivered,107758.4,INV001197,27-05-2024 00:00,1135,4
04-02-2023 00:00,Delivered,6371.64,INV001198,06-02-2023 00:00,395,3
27-05-2025 00:00,Delivered,297681.55,INV001199,28-05-2025 00:00,131,4
01-08-2023 00:00,Delivered,425875.14,INV001200,01-08-2023 00:00,703,8
15-11-2025 00:00,Delivered,31820.31,INV001201,16-11-2025 00:00,902,3
19-01-2024 00:00,Delivered,32368.53,INV001202,23-01-2024 00:00,1733,4
28-05-2024 00:00,Delivered,193347.5,INV001203,28-05-2024 00:00,1648,6
18-06-2023 00:00,Delivered,25919,INV001204,21-06-2023 00:00,967,8
18-03-2024 00:00,Delivered,305624.69,INV001205,23-03-2024 00:00,1786,10
13-06-2023 00:00,Delivered,443522.54,INV001206,15-06-2023 00:00,1631,3
10-07-2025 00:00,Delivered,112373.63,INV001207,15-07-2025 00:00,111,10
30-08-2025 00:00,Delivered,1090100.85,INV001208,04-09-2025 00:00,51,10
24-05-2023 00:00,Delivered,599318.29,INV001209,24-05-2023 00:00,344,5
12-08-2023 00:00,Delivered,64828.53,INV001210,17-08-2023 00:00,387,9
21-08-2025 00:00,Delivered,289195.1,INV001211,22-08-2025 00:00,617,10
23-08-2023 00:00,Delivered,26816.44,INV001212,26-08-2023 00:00,1477,4
10-07-2025 00:00,Delivered,753816.63,INV001213,14-07-2025 00:00,1958,8
02-06-2025 00:00,Delivered,49050.52,INV001214,03-06-2025 00:00,865,8
17-12-2025 00:00,Delivered,129598.2,INV001215,17-12-2025 00:00,446,7
22-04-2025 00:00,Delivered,507719.02,INV001216,25-04-2025 00:00,1437,11
27-08-2024 00:00,Delivered,175001.68,INV001217,31-08-2024 00:00,434,9
12-01-2024 00:00,Delivered,430475.58,INV001218,14-01-2024 00:00,1570,8
11-04-2025 00:00,Delivered,53409.53,INV001219,11-04-2025 00:00,192,9
30-06-2024 00:00,Delivered,64778.26,INV001220,04-07-2024 00:00,1102,8
16-01-2023 00:00,Delivered,52897.79,INV001221,18-01-2023 00:00,729,3
23-05-2024 00:00,Delivered,57297.92,INV001222,27-05-2024 00:00,665,1
21-02-2024 00:00,Delivered,221925.7,INV001223,25-02-2024 00:00,497,11
21-11-2024 00:00,Delivered,75135.21,INV001224,21-11-2024 00:00,202,1
14-08-2023 00:00,Delivered,215977.42,INV001225,14-08-2023 00:00,48,5
14-01-2023 00:00,Delivered,31329.99,INV001226,14-01-2023 00:00,1062,7
13-05-2023 00:00,Delivered,1011779.08,INV001227,18-05-2023 00:00,1919,6
04-10-2024 00:00,Delivered,223158.36,INV001228,06-10-2024 00:00,1338,11
03-08-2023 00:00,Delivered,199397.02,INV001229,06-08-2023 00:00,52,11
27-05-2023 00:00,Delivered,4068.61,INV001230,31-05-2023 00:00,1721,6
28-01-2023 00:00,Delivered,159005.42,INV001231,30-01-2023 00:00,1687,1
23-03-2023 00:00,Delivered,50649.05,INV001232,28-03-2023 00:00,1313,3
08-12-2023 00:00,Delivered,294655.41,INV001233,08-12-2023 00:00,1004,9
01-06-2024 00:00,Delivered,59399.4,INV001234,06-06-2024 00:00,991,11
21-11-2024 00:00,Delivered,754093.85,INV001235,23-11-2024 00:00,390,3
03-01-2025 00:00,Delivered,58345.29,INV001236,05-01-2025 00:00,237,8
26-06-2023 00:00,Delivered,91718.3,INV001237,30-06-2023 00:00,1424,9
03-01-2025 00:00,Delivered,102705.41,INV001238,03-01-2025 00:00,1765,1
09-03-2025 00:00,Delivered,44453.83,INV001239,10-03-2025 00:00,468,10
05-03-2024 00:00,Delivered,42953.63,INV001240,10-03-2024 00:00,1951,10
29-11-2024 00:00,Delivered,119402.67,INV001241,04-12-2024 00:00,1885,4
02-01-2024 00:00,Delivered,727147.7,INV001242,03-01-2024 00:00,1501,11
31-10-2023 00:00,Delivered,28848.07,INV001243,31-10-2023 00:00,1422,5
20-05-2024 00:00,Delivered,159556.78,INV001244,24-05-2024 00:00,295,1
07-01-2023 00:00,Delivered,725214.66,INV001245,10-01-2023 00:00,1406,1
26-12-2025 00:00,Delivered,60393.01,INV001246,29-12-2025 00:00,1107,10
07-06-2024 00:00,Delivered,14754.11,INV001247,12-06-2024 00:00,521,4
30-06-2023 00:00,Delivered,237180.71,INV001248,04-07-2023 00:00,398,12
27-12-2024 00:00,Delivered,63421.28,INV001249,01-01-2025 00:00,577,11
13-01-2023 00:00,Delivered,26301.48,INV001250,16-01-2023 00:00,1014,5
15-05-2023 00:00,Delivered,149084.88,INV001251,18-05-2023 00:00,1269,8
09-10-2024 00:00,Delivered,90180.21,INV001252,10-10-2024 00:00,1641,1
05-09-2023 00:00,Delivered,99847.97,INV001253,05-09-2023 00:00,441,9
15-05-2023 00:00,Delivered,189149.67,INV001254,15-05-2023 00:00,812,5
08-09-2025 00:00,Delivered,7092.55,INV001255,12-09-2025 00:00,892,9
02-09-2024 00:00,Delivered,72226.85,INV001256,07-09-2024 00:00,1902,5
14-02-2025 00:00,Delivered,111830.95,INV001257,14-02-2025 00:00,1716,7
27-09-2024 00:00,Delivered,2992458.22,INV001258,27-09-2024 00:00,1067,2
01-12-2024 00:00,Delivered,68343.46,INV001259,01-12-2024 00:00,1753,4
27-11-2024 00:00,Delivered,708276.21,INV001260,02-12-2024 00:00,958,6
26-08-2025 00:00,Delivered,96321.8,INV001261,31-08-2025 00:00,289,8
10-09-2025 00:00,Delivered,1020250.4,INV001262,10-09-2025 00:00,1823,10
02-04-2023 00:00,Delivered,333829.64,INV001263,06-04-2023 00:00,551,11
22-07-2023 00:00,Delivered,73515.64,INV001264,27-07-2023 00:00,1277,1
06-11-2023 00:00,Delivered,130936.46,INV001265,06-11-2023 00:00,997,8
21-12-2025 00:00,Delivered,594522.59,INV001266,24-12-2025 00:00,806,8
