order_id,product_id,quantity,price,discount
1374,5255,9,130,0.64
1375,4781,5,20,3.2
1375,4718,6,2340,16.51
1375,1353,3,245,0.1
1375,5835,9,960,6.36
1376,3603,9,6750,4.94
1376,6188,5,240,5.63
1376,1735,4,73000,5.77
1376,2222,10,65,13.07
1376,5005,4,1560,9.83
1376,1446,9,75,9.19
1377,4305,3,1800,7.7
1377,2439,10,117000,16.7
1377,1901,10,440,8.62
1377,5100,8,15000,11.87
1377,1117,3,125,6.17
1377,3532,1,3380,13.59
1378,2880,8,5999,18.07
1378,646,5,3150,16.43
1378,1011,9,32,11.67
1378,3608,10,4800,13.52
1378,5905,9,5600,15.11
1378,1539,9,255,12.03
1378,1044,8,85,6.43
1379,2201,10,240,1.22
1379,5769,8,350,19.49
1379,2249,7,210,15.61
1379,1031,1,60,7.92
1379,4721,8,900,14.79
1379,4720,4,720,8.25
1379,4746,8,45.5,15.36
1380,859,4,1499,5.7
1380,1086,6,82,15.44
1380,3277,6,105,18.34
1380,3780,4,5500,18.41
1380,219,6,280,4.63
1380,703,8,3325,5.02
1381,4717,6,1800,10.59
1381,4786,3,45.5,11.35
1381,1013,2,48,6.06
1382,778,8,2700,5.28
1382,3303,9,270,3.39
1382,4912,8,240,1.27
1382,634,2,4275,7.66
1382,3432,6,2860,10.36
1382,987,10,60,16.76
1382,3524,5,1600,0.11
1383,5287,1,3100,5.62
1383,417,4,195,12.92
1383,3537,5,4550,11.32
1383,480,9,640,10.49
1383,5469,9,220,6.25
1383,2343,2,30400,0.31
1384,1673,2,440,16.18
1384,1530,3,120,19.16
1384,3768,1,5040,9.48
1384,1014,5,80,12.63
1384,4580,8,699,7.9
1384,577,7,699,17.95
1385,4892,9,160,12.99
1385,5601,6,55,7.23
1385,5613,10,120,18.89
1385,1087,4,145,0.51
1385,4286,8,2880,2.31
1386,956,4,38,7.63
1386,2158,4,440,6.05
1386,602,7,1999,10.85
1386,3500,7,1800,0.14
1386,1576,7,440,10.49
1387,4838,1,9499,1.31
1387,3828,8,11700,11.12
1387,3999,8,35000,6.81
1387,2404,10,50000,17.43
1387,1270,7,150,9.82
1387,3219,3,115,0.88
1387,1705,3,17500,9.61
1388,832,10,2999,3.85
1388,3629,3,2400,1.63
1388,2377,7,36000,12.82
1389,1874,5,220,8.44
1389,2044,9,112,11.07
1389,2636,8,56250,10.93
1390,5039,6,48000,3.81
1390,1626,1,520,10.93
1390,5929,10,4550,0.25
1390,3432,3,2860,9.2
1390,1684,2,560,16.87
1390,2619,5,14400,14.25
1390,1860,2,120,15.89
1391,1361,2,140,12.94
1391,1422,8,280,14.35
1391,5722,8,780,19.28
1391,5166,2,36000,14.83
1391,5575,3,50,11.57
1391,3790,10,2800,17.07
1392,4793,2,250,5.22
1392,2900,10,9999,17.38
1392,4550,3,1299,7.85
1392,3870,4,4500,14.95
1392,4805,4,350,4.63
1393,1131,1,30,17.87
1393,3697,2,6750,9.94
1393,3648,4,4550,17.96
1394,1430,2,280,17.75
1394,5298,7,240,7.18
1394,6128,6,300,13.43
1394,2929,8,2400,10.34
1394,4005,4,13600,0.89
1395,4805,6,350,3.05
1395,2603,10,90000,14.18
1395,3918,5,10200,8.88
1395,2544,2,21600,9.79
1396,300,9,170,5.94
1396,62,8,250,3.96
1396,803,1,310,9.98
1396,2157,8,4800,13.49
1397,2805,6,44000,4.61
1397,2820,10,52000,5.15
1397,473,3,85,14.21
1397,188,9,280,2.98
1397,3818,7,5040,10.68
1397,5422,1,192,13.29
1397,4109,10,330,2.04
1398,708,3,1425,8.39
1398,431,2,640,18.59
1398,5670,9,150,0.34
1398,1601,4,280,12.26
1398,6236,9,4160,6.41
1398,1038,3,78,16.79
1399,721,7,4000,8.34
1399,5122,6,39600,3.94
1399,1864,5,55,17.92
1399,2516,4,18000,10.79
1399,3714,6,3600,17.82
1399,2714,3,30400,1.7
1400,4936,9,300,16.11
1400,5666,1,80,5.24
1400,1192,1,125,4.53
1401,4552,4,299,3.29
1401,1614,10,90,11.5
1401,1502,4,120,17.55
1401,5371,6,1560,13.37
1401,3050,6,225,8.2
1402,5469,5,220,1.39
1402,1072,10,85,0.75
1402,4481,4,5250,1.46
1402,6114,3,900,3.95
1402,5367,6,3520,7.69
1403,1248,8,72,15.23
1403,5252,4,90,8.01
1403,2316,7,67500,4.89
1403,3275,2,90,0.72
1403,608,8,1999,11.53
1403,1287,4,60,9.56
1403,524,10,600,1.8
1404,2983,6,1499,8.66
1404,4694,6,234,2.08
1404,248,6,250,7.01
1404,5141,5,18000,6.18
1405,5612,8,115,10.68
1405,924,10,360,3.75
1405,220,5,160,11.93
1405,337,7,125,0.98
1405,4369,4,6300,17.58
1405,866,1,1299,4.1
1406,4811,10,5999,3.44
1406,5435,6,100,19.62
1406,1697,1,73000,17.87
1406,4462,2,1080,12
1407,6129,9,600,14.27
1407,3791,10,3360,17.23
1407,4114,7,350,14.54
1407,1632,9,220,16.57
1408,5776,1,165,15.38
1408,2678,5,99000,17.07
1408,5017,5,18000,6.14
1408,5425,4,325,6.7
1409,5499,9,115,6.58
1409,2456,9,40000,14.18
1409,3362,10,3900,0.1
1409,2671,2,22500,10.05
1410,5752,6,2000,15.31
1410,865,7,1999,1.14
1410,2664,10,30400,9.17
1410,5867,4,5040,11.67
1410,6139,5,360,0.74
1410,3350,4,2600,4.54
1410,4775,6,288,7.52
1411,5018,6,22500,12.37
1411,2140,1,2400,3.22
1411,1175,9,20,5.04
1411,4827,9,3400,9.51
1411,4884,10,1200,14.26
1411,347,3,130,17.28
1411,6256,3,1999,6.78
1412,1481,6,325,14.73
1412,1250,2,180,2.88
1412,3536,1,3850,13.95
1412,5918,8,2200,6.59
1412,1367,10,75,11.91
1412,4236,4,2880,16.25
1412,1537,3,250,18.4
1413,3202,6,1760,12.11
1413,3892,3,11200,8.25
1413,2034,9,130,17.28
1413,1007,7,60,11.19
1414,3236,2,1200,5.83
1414,6084,5,160,8.52
1414,3987,7,35000,0.78
1414,6018,8,410,11.09
1414,3912,6,28000,0.82
1414,5236,8,55,5.5
1415,1950,6,480,7.08
1415,1612,7,220,7.13
1415,444,2,60,3.12
1415,1749,10,320,14.15
1416,2787,4,18750,19.2
1416,2780,6,40000,19.74
1416,548,1,199,14.78
1416,4731,3,192,0.16
1416,4762,4,1170,16.69
1416,2074,5,2600,2.57
1417,2586,7,56250,11.57
1417,2938,4,2560,11.16
1417,406,1,330,11.55
1417,3687,9,5250,6.08
1417,4119,5,7200,16.61
1417,6212,10,210,15.36
1418,2101,7,55,2.86
1418,2629,1,17600,6.38
1418,4680,3,720,18.45
1418,5010,2,8000,18.25
1418,2888,10,2799,12.44
1419,5164,4,25000,7.84
1419,1556,9,1400,14.12
1419,5741,6,120,9.19
1419,152,8,60,2.49
1419,6170,4,60,8.91
1419,2061,4,1300,18.22
1419,5509,7,7700,8.93
1420,4786,7,45.5,18.16
1420,5214,9,149,16.35
1420,1325,10,60,10.8
1420,2505,7,32000,15.15
1420,50,3,330,3.3
1420,2717,6,57000,19.02
1420,1311,3,90,15.76
1421,3810,4,3500,13.95
1421,4138,9,4050,6.76
1421,616,3,2700,13.26
1422,3328,1,4200,1.8
1422,4173,7,2880,19.04
1422,551,6,199,10.49
1422,5124,7,25000,9.11
1422,3055,8,499,2.26
1422,6280,9,7999,8.3
1422,663,5,4725,14.11
1423,1157,9,450,14.64
1423,2975,10,61000,7.27
1423,952,3,32,18.05
1423,760,8,3850,9.56
1424,3880,3,18000,15.03
1424,2731,3,6999,4.8
1424,688,9,4275,18.84
1424,137,6,200,0.19
1424,3838,6,6300,10.22
1424,5813,4,170,15.43
1425,4055,6,420,4.11
1425,5196,1,199,16.02
1425,3045,2,320,5.86
1425,4077,8,245,15.3
1425,2851,2,5499,6.89
1426,2867,5,4999,6.62
1426,2023,8,125,14.79
1426,790,2,1500,5.42
1427,612,1,3800,11.76
1427,1735,7,73000,10.98
1427,3687,6,5250,10.19
1427,2195,1,1200,13.16
1428,1909,5,2200,17.44
1428,5463,1,210,0.33
1428,4535,10,999,18.13
1428,1567,9,220,11.21
1429,186,6,112,15.51
1429,3488,9,6500,13.72
1429,3968,3,7200,1.11
1429,3247,3,12000,5.38
1429,4351,2,2500,5.31
1429,4600,3,1499,8.98
1430,406,9,330,12.76
1430,4299,2,350,4.66
1430,3308,10,65,6.36
1431,4538,5,1299,15.6
1431,2366,9,32400,5.92
1431,3167,2,4500,2.76
1431,1521,1,160,14.39
1431,3849,5,5850,13.6
1431,173,10,175,6.72
1431,1859,7,240,14.66
1432,1808,4,700,4.17
1432,1583,3,250,19.93
1432,1268,5,90,15.62
1432,3349,7,2080,12.07
1432,167,8,145,5.69
1433,4,1,31,11.75
1433,930,7,120,17.43
1433,3177,1,5600,7.52
1433,5882,8,9900,2.32
1433,550,9,299,3.3
1434,898,3,85,1.28
1434,1766,2,145,0.77
1434,4986,9,3520,13.92
1434,4865,7,80,12.48
1434,3274,1,125,17.92
1434,5298,1,240,5.15
1434,1296,7,15,16.96
1435,3485,10,1920,19.95
1435,3003,10,899,8.94
1435,879,8,799,4.37
1435,5056,6,36000,17.3
1435,2306,7,82500,19.14
1436,2807,8,68750,16.05
1436,153,10,120,1.33
1436,2609,8,32000,8.58
1437,4390,3,2250,7.22
1437,1073,10,88,14.41
1437,2373,5,22000,3.06
1438,4655,2,288,10.13
1438,5479,5,180,1.46
1438,152,9,60,9.42
1438,4866,2,160,15.91
1438,4100,7,550,2.08
1439,995,7,80,3.19
1439,4545,9,599,17
1439,352,4,150,1.37
1439,4856,9,800,19.68
1439,2617,7,57000,15.19
1439,6106,10,900,7.55
1440,3231,6,4480,5.06
1440,3225,2,3500,2.26
1440,6109,8,450,19.73
1441,1218,9,350,9.95
1441,355,7,880,0.31
1441,2830,8,40000,11.25
1441,370,7,95,2.55
1441,2322,1,117000,5.73
1442,1095,2,90,3.58
1442,1763,8,115,10.1
1442,5617,5,110,5.82
1442,2987,9,73000,17.13
1443,909,10,60,7.88
1443,134,2,250,8.66
1443,2533,6,67500,0.58
1443,3719,6,2560,17.58
1444,4783,3,32,5.24
1444,145,4,400,5.75
1444,298,10,150,12.82
1444,381,9,120,6.74
1444,6226,8,299,19.29
1444,181,3,120,3.69
1445,1479,7,140,0.5
1445,231,2,350,6.04
1445,73,7,400,17.22
1445,801,8,420,1.85
1445,5846,8,1235,6.46
1446,4532,7,799,5.94
1446,5810,6,230,6.28
1446,755,1,3300,17.31
1446,2384,5,81250,1.26
1446,4686,1,455,17.94
1446,2382,7,52000,3.87
1446,5871,3,6750,5.82
1447,3930,4,59500,18.47
1447,4494,2,1980,14.1
1447,3455,2,4500,3.2
1447,4347,2,5500,13.02
1448,2038,6,75,7.13
1448,3038,5,299,12.74
1448,5518,7,2850,13.02
1448,617,6,2850,6.15
1448,5954,4,5500,0.11
1449,488,4,640,1.04
1449,1943,1,360,4.44
1449,4951,7,120,18.05
1450,5025,9,15000,8.97
1450,2845,2,30400,0.52
1450,5268,7,105,18.31
1450,6133,1,450,6.02
1450,3882,7,25200,4.19
1451,10,8,40,11.74
1451,6145,9,525,13.28
1451,2159,8,1100,14.35
1451,1716,4,61000,9.41
1451,4935,7,150,17.69
1452,1168,3,125,8.71
1452,2428,4,33000,3.12
1452,4007,5,7000,12
1452,4849,8,120,8.46
1452,4306,7,4950,18.72
1452,321,9,880,11.85
1453,723,10,4400,2.58
1453,2228,3,120,6.49
1453,2964,6,650,1.54
1453,4998,1,4800,16.79
1453,4034,2,14000,14.66
1454,890,5,799,4.72
1454,2569,6,14400,1.44
1454,1841,10,85,2.4
1454,155,5,600,6
1455,2394,7,62500,9.47
1455,917,5,60,6.21
1455,3327,7,3640,17.27
1455,1979,8,155000,7.42
1455,3007,8,1299,7.44
1455,6164,8,60,8.97
1455,913,6,60,16.45
1456,1268,3,90,7.4
1456,3621,8,2860,17.47
1456,2193,8,300,15.16
1456,31,8,400,16.1
1456,3306,1,105,6.13
1456,2890,6,450,6.06
1456,737,9,1575,7.37
1457,517,9,80,18.75
1457,2450,1,12000,10.19
1457,1216,5,140,13.99
1457,1761,4,195,12.58
1457,3304,8,180,12.94
1457,712,2,760,4.43
1458,5375,1,3500,6.32
1458,6206,2,135,17.88
1458,5173,7,1999,9.76
1458,770,8,4500,3.19
1458,6241,9,1920,1.61
1458,863,1,1199,0.28
1458,2714,4,30400,1.31
1459,5047,7,42000,8.55
1459,3695,10,4500,9.39
1459,2727,4,19999,4.51
1459,4503,6,999,14.66
1460,1050,1,120,2.18
1460,4395,7,7500,3.44
1460,3239,2,2400,10.11
1460,4153,10,2880,8.07
1460,6028,3,5850,5.97
1461,508,6,160,2.02
1461,3781,6,6600,19.13
1461,2779,8,21600,4.4
1461,740,7,800,2.25
1461,7,1,20,19.99
1461,4855,2,400,11.42
1461,3111,5,2860,1.27
1462,193,4,100,15.68
1462,4254,6,1560,9.82
1462,865,1,1999,15.17
1462,5221,1,199,2.55
1462,531,8,230000,2.88
1462,1132,2,60,15.62
1462,2041,9,82,12
1463,4109,2,330,13.13
1463,908,7,800,10.97
1463,4721,5,900,15.29
1463,5965,7,3360,3.61
1464,4724,2,280,19.51
1464,930,9,120,7.93
1464,5170,4,399,8.96
1464,4901,8,600,17.13
1465,967,2,70,9.83
1465,4032,4,10000,18.43
1465,2034,1,130,18.55
1465,5167,6,699,9.58
1466,5070,4,15000,0.87
1466,3011,9,1600,10.75
1466,6004,9,400,6.17
1467,3875,7,35000,16.54
1467,4666,3,45.5,1.81
1467,5416,4,500,11.31
1467,3750,3,6500,17.24
1467,6264,7,899,14.02
1467,1549,3,265,8.95
1467,4924,2,120,6.49
1468,2646,10,15000,8.07
1468,2112,8,560,18.28
1468,5797,9,130,12.07
1469,2910,9,1999,4.11
1469,5582,3,65,5.39
1469,4022,9,20000,2.2
1469,2803,6,27000,5.04
1469,146,2,180,10.68
1469,1163,4,160,14.57
1470,4392,9,3000,13.59
1470,4207,2,4160,16.05
1470,1782,8,28,16.2
1470,1236,8,37,4.43
1470,1204,9,244,19.89
1470,611,2,3600,13.65
1470,2117,8,4800,7.57
1471,5525,6,1200,7.34
1471,5539,6,880,9.39
1471,2625,6,55000,0.01
1471,3236,2,1200,11.17
1472,3500,2,1800,7.14
1472,5088,7,22500,18.1
1472,2162,10,500,4.55
1472,2106,8,1300,8.12
1472,721,8,4000,19.48
1473,4016,10,17600,1
1473,3379,10,5600,19.64
1473,4338,3,5850,10.68
1474,3037,4,130,16.74
1474,1610,2,180,1.42
1474,4129,10,1800,12.23
1474,1199,4,62,0.63
1474,5032,2,21600,13.19
1474,6260,5,699,3.6
1475,5585,2,175,13.45
1475,4002,1,8000,6.01
1475,1239,6,72,8.74
1475,1504,5,124,14.34
1475,6254,1,1999,5.9
1475,4250,10,4160,18.09
1475,1018,10,120,19.57
1476,5797,9,130,10.07
1476,2558,4,60000,15.19
1476,1758,6,150,16.44
1477,3039,5,320,9.19
1477,4031,6,8000,12.75
1477,3601,4,4950,2.97
1478,4011,8,9600,1.06
1478,4090,3,520,8.07
1478,3219,5,115,18.93
1478,2638,6,81000,16.1
1479,6210,9,220,9.08
1479,5731,8,1920,5.65
1479,6006,10,150,14.76
1480,3825,6,6500,15.54
1480,5747,1,400,18.15
1480,4766,8,455,19.38
1480,376,6,80,10.8
1481,441,7,160,14.93
1481,5627,2,1920,3.98
1481,5105,10,9000,19.55
1482,2905,3,4299,12.86
1482,4684,4,280,3.73
1482,694,6,4000,10.72
1482,720,9,3800,16.41
1482,4130,5,2340,9.43
1482,5205,8,799,8.55
1482,4453,7,4500,7.9
1483,5063,9,37500,11.1
1483,5342,3,3520,8.67
1483,1933,4,240,13.9
1483,3227,4,5600,14.39
1483,4000,8,42500,9.95
1483,3557,9,3500,4.07
1484,76,10,120,18.8
1484,723,8,4400,5.19
1484,1099,7,20,8.18
1484,5490,8,299,0.14
1484,5633,3,6650,5.95
1484,761,8,1350,3.99
1485,6138,3,600,0.76
1485,1455,10,88,17.52
1485,2792,8,50000,10.02
1485,2655,5,15000,7.92
1485,1144,5,95,8.69
1485,1859,2,240,13.97
1485,510,4,640,14.46
1486,934,5,120,3.22
1486,5020,8,32400,14.2
1486,762,2,1425,4.28
1487,1222,10,280,0.79
1487,241,9,196,5.87
1487,5969,3,4500,9.03
1487,1740,2,110000,0.79
1487,6066,10,760,9.28
1488,178,9,155,1.43
1488,161,9,130,9.26
1488,296,8,65,8.56
1488,1221,4,140,2.8
1488,2998,3,599,8.08
1489,5214,10,149,15.54
1489,3151,4,1800,14.57
1489,5356,2,520,1.63
1489,3730,5,2000,9.52
1489,2366,10,32400,2.07
1489,2992,8,2899,19.35
1489,2793,8,60000,3.37
1490,5080,1,57600,17.01
1490,1191,9,72,9.74
1490,2034,9,130,16.81
1490,5087,4,18000,2.95
1490,5549,9,4840,4.18
1491,5333,8,760,18.64
1491,493,9,175,19.97
1491,1123,10,90,2
1491,1337,2,35,13.61
1491,1086,1,82,19.38
1492,2555,6,32000,14.33
1492,6005,3,800,1.66
1492,4961,6,600,3.11
1492,2185,1,240,9.19
1492,2046,1,115,12.2
1492,201,7,330,9.01
1492,174,5,165,10.02
1493,104,7,280,2.47
1493,828,2,2499,4.96
1493,2050,9,48,18.67
1494,1264,10,120,7.45
1494,4079,3,220,18.88
1494,5218,6,799,13.76
1495,3169,10,7200,0.24
1495,2753,2,27000,3.78
1495,268,9,195,17.77
1495,1725,10,135000,16.05
1495,4084,1,460,10.37
1495,4257,10,1800,1.92
1495,3906,10,26400,13.39
1496,1235,8,280,11.31
1496,5454,7,70,0.48
1496,3780,8,5500,1.01
1496,280,9,180,9.06
1496,4578,9,1499,15.56
1497,1316,10,15,5.52
1497,4537,5,1299,6.26
1497,5622,10,260,2.65
1497,2065,5,1300,0.73
1497,3574,9,1560,17.68
1497,3988,1,42000,6.22
1498,6267,7,650,9.78
1498,5178,9,599,16.28
1498,2238,10,78,6.54
1498,5632,8,5600,0.84
1498,4279,5,90,2.72
1499,4678,5,2340,18.78
1499,3224,8,2800,19.58
1499,635,1,4500,3.97
1499,4512,6,2499,14.16
1499,66,10,80,8.18
1500,5946,2,4180,15.71
1500,3549,3,1500,14.84
1500,2851,1,5499,7.54
1500,693,3,3800,10.8
1500,5030,2,15000,15.37
1500,3568,7,1600,0.19
1501,4378,3,5850,12.06
1501,5177,6,1499,13.46
1501,1071,6,68,16.46
1501,299,1,155,4.08
1501,936,8,360,16.01
1502,1290,2,90,2.11
1502,5871,6,6750,0.94
1502,2411,8,68400,0.81
1503,2467,2,22500,15.59
1503,3186,4,1200,12.72
1503,3412,10,2340,13.44
1503,3636,7,5850,5.7
1503,1321,2,90,9.86
1503,4890,5,1200,16.94
1503,624,9,3675,14.01
1504,5313,6,350,17.14
1504,4649,2,120,18.86
1504,1181,5,62,13.79
1504,886,4,2499,1.19
1504,283,7,350,8.66
1504,898,1,85,8.29
1505,634,3,4275,14.58
1505,1988,7,230000,10.13
1505,4581,3,899,0.12
1505,4338,4,5850,13.4
1505,2112,8,560,2.07
1505,3550,8,1950,19.88
1505,2056,3,98,15
1506,2340,3,50000,2.66
1506,2808,10,82500,8.31
1506,6257,1,2499,12.43
1506,3433,10,3300,17.04
1506,5540,8,1500,13.67
1506,4123,4,5120,3.9
1507,2886,3,899,8.55
1507,2906,10,1599,13.68
1507,4606,4,1499,3.84
1507,3131,7,120,3.26
1507,6224,4,360,14.15
1507,6283,5,4999,15.47
1507,593,8,170,4.3
1508,1384,8,140,19.3
1508,4599,10,4999,16.6
1508,4411,8,3000,5.84
1508,5911,3,760,11.22
1509,4090,5,520,15.46
1509,1284,3,120,7.75
1509,5314,5,170,12.35
1509,134,6,250,5.75
1509,2049,1,75,0.98
1509,4528,10,499,18.42
1510,1934,5,480,8.5
1510,220,8,160,16.53
1510,1789,8,240,16.34
1511,576,7,499,1.59
1511,3691,4,3360,7.71
1511,3756,4,6600,2.23
1512,4215,10,2340,18.78
1512,1421,9,140,18.39
1512,4392,9,3000,14.33
1513,4362,1,1620,15.14
1513,3747,10,3900,4.69
1513,1374,2,215,15.55
1513,1045,8,120,0.58
1513,1101,7,80,15.45
1513,5764,4,360,10.33
1513,1944,3,240,16.69
1514,729,1,3150,1.88
1514,3049,5,350,6.36
1514,1487,4,110,11.88
1514,2557,4,50000,4.31
1514,1446,3,75,17.33
1514,965,6,440,10.75
1514,5300,4,240,6.95
1515,2770,7,52000,3.25
1515,903,9,210,6.28
1515,1785,10,50,13.46
1515,1384,5,140,11.45
1515,5201,6,299,9.37
1515,1417,8,140,5.94
1515,486,10,160,14.5
1516,772,10,4950,10.09
1516,4657,3,220,2.26
1516,4793,9,250,6.05
1516,5346,8,1560,18.27
1516,1067,9,75,5.27
1516,5746,4,325,11.07
1516,3402,4,23400,15.33
1517,5033,10,6000,0
1517,4192,8,2340,5.28
1517,65,6,200,17.82
1517,2026,2,52,6.33
1517,2521,2,55000,9.76
1517,3526,1,2200,6.72
1517,3679,4,4950,10.59
1518,2745,4,155000,16.72
1518,3203,1,2200,5.37
1518,2932,2,2340,14.16
1518,1585,3,610,12.09
1518,5205,10,799,13.72
1519,2188,1,80,8.18
1519,3624,2,2800,5.23
1519,5990,4,2400,2.87
1519,706,8,3850,8.8
1519,5963,7,2520,1.99
1519,1317,4,30,6.14
1519,5133,10,37500,1.68
1520,5937,3,880,15.54
1520,3706,2,1980,11.68
1520,3135,1,3500,15
1520,5340,5,2200,13.1
1521,2018,7,70,3.26
1521,135,10,100,2.59
1521,6043,3,2520,4.48
1521,5731,8,1920,4.18
1521,1622,3,140,12.95
1521,6157,8,170,12.28
1522,985,3,400,18.4
1522,937,9,250,3.6
1522,6004,7,400,3.68
1522,6150,2,75,17.11
1522,3971,3,8000,16.27
1522,3580,1,14400,12.99
1522,2766,6,45000,2.18
1523,4502,9,799,12.76
1523,5460,2,330,13.68
1523,2213,4,130,0.23
1523,3870,10,4500,19.64
1524,6104,10,270,13.12
1524,2353,9,499,6.88
1524,578,10,699,0.08
1525,2486,7,65000,3.03
1525,2658,2,27000,17.13
1525,249,3,200,3.28
1526,3092,4,14400,15.25
1526,5998,7,120,4.14
1526,3985,5,340,17.8
1526,1684,7,560,16.02
1527,3664,3,1560,13.47
1527,2563,5,57000,12.78
1527,5376,7,4550,5.92
1527,2178,5,85,5.17
1527,1973,10,61000,15.69
1528,183,3,120,7.12
1528,6275,7,2499,8.62
1528,5004,9,1200,12.33
1528,1841,5,85,13.54
1528,378,5,320,2.84
1528,5850,2,7800,9.58
1528,2427,10,27500,8.42
1529,2918,5,2240,18.91
1529,5381,7,520,5.67
1529,65,3,200,10.93
1529,6238,8,1080,7.29
1530,6030,5,7800,3.78
1530,1270,3,150,2.69
1530,3022,9,1200,4.37
1530,4681,1,900,8.96
1530,4324,5,2160,3.01
1530,5227,7,30,12.22
1530,6087,5,170,14.67
1531,2084,2,1120,4.88
1531,4925,3,240,17.92
1531,5490,2,299,11.03
1531,5664,8,600,10.7
1531,5270,7,60,14.12
1532,4231,9,1560,6.19
1532,6156,10,160,5.46
1532,3161,6,5120,16.08
1532,3314,9,960,5.08
1533,2149,10,880,16.67
1533,4790,9,1950,1.45
1533,52,9,175,3.05
1534,1690,5,61000,4.11
1534,1607,10,170,17.36
1534,5094,5,45000,12.56
1534,2937,6,12000,5.08
1534,102,3,112,15.38
1535,5501,6,1560,5.92
1535,2738,7,550,6.6
1535,2100,9,1120,8.56
1535,618,2,3000,16.52
1536,5016,8,699,4.1
1536,5798,10,210,2.77
1536,2477,4,27500,2.28
1537,3302,7,240,11.04
1537,316,8,105,16.23
1537,2866,7,2799,13.71
1537,262,8,175,12.28
1537,1118,2,135,17.33
1537,1639,1,360,16.61
1537,4026,2,4800,6.94
1538,3203,5,2200,17.03
1538,4650,7,156,0.43
1538,1365,5,45,7.38
1538,794,6,800,15.34
1538,4372,8,3600,0.61
1538,6010,3,120,17.59
1538,5956,7,8250,12.69
1539,4900,7,240,13.95
1539,3678,1,11700,8.73
1539,1227,5,125,14.37
1540,4012,4,12000,6.63
1540,1365,9,45,8.3
1540,766,6,760,16.58
1540,2966,1,4499,8.81
1540,841,10,999,7.74
1540,2113,1,1120,2.3
1541,3037,4,130,5.81
1541,1345,9,230,14.3
1541,491,2,240,6.52
1542,4050,2,460,17.16
1542,2847,6,47500,3.49
1542,2083,6,560,17.85
1543,211,10,120,17.08
1543,947,2,250,8.35
1543,5128,4,22500,16.16
1543,1329,7,120,2.37
1544,1418,10,280,7.52
1544,1690,3,61000,5.3
1544,2018,7,70,11.97
1544,1639,3,360,11.36
1545,5552,10,110,0.59
1545,3222,4,55,18.91
1545,1540,2,280,13.57
1545,121,3,350,5.74
1545,4591,4,599,18.86
1546,4639,6,2880,1.4
1546,3177,5,5600,16.76
1546,2492,6,15000,9.91
1547,1338,1,80,18.53
1547,4312,4,3000,1.09
1547,1883,9,1300,15.35
1547,2682,4,33000,1.82
1547,2224,5,80,19.04
1547,4279,5,90,18.1
1547,114,4,140,2.63
1548,6225,2,170,19.69
1548,3365,7,4500,2.45
1548,3845,6,4500,7.33
1548,2814,2,39600,12.46
1548,3401,3,18000,11.62
1548,2126,4,1300,3.65
1549,3276,9,90,4.57
1549,1461,6,325,1.06
1549,496,1,160,10.29
1549,3157,10,12000,1.49
1550,1375,2,235,13.61
1550,1114,6,70,12.29
1550,5130,3,32400,8.47
1550,4164,2,4160,14.1
1550,4100,5,550,1.46
1551,5460,3,330,19.04
1551,3971,10,8000,4.39
1551,1103,2,20,6.75
1551,5455,6,75,15.78
1551,429,2,160,7.09
1551,1192,3,125,19.26
1551,6026,3,580,0.38
1552,820,1,1999,9.15
1552,5054,7,25000,8.66
1552,3169,9,7200,15.63
1553,5634,3,7700,15.86
1553,259,5,220,13.77
1553,611,6,3600,2.79
1553,5956,6,8250,2.96
1553,1742,9,280,3.21
1553,2442,3,15000,12.92
1553,5406,10,560,0.95
1554,656,6,1575,16.5
1554,734,3,1350,17.28
1554,5592,1,105,14.22
1554,1869,2,360,14.28
1554,2152,9,560,16.09
1555,526,1,350,12.64
1555,3873,2,8100,15.18
1555,3094,9,1500,1.9
1555,1294,3,205,11.65
1555,5030,6,15000,15.2
1556,2384,10,81250,14.65
1556,5651,9,240,13.74
1556,5580,8,85,8.24
1556,2016,3,80,12.37
1557,4639,7,2880,19.41
1557,3980,8,360,12.65
1557,3569,6,2000,4.68
1557,4255,3,1920,12.23
1557,4805,5,350,14.87
1558,6126,8,800,2.76
1558,5582,4,65,15.54
1558,3821,2,5400,14.6
1558,5291,2,399,12.42
1558,891,10,1299,3.39
1559,5652,3,600,3.45
1559,800,9,480,9.81
1559,1601,10,280,16.92
1560,4523,10,2499,8.62
1560,3426,2,3520,0.83
1560,3023,9,1560,17.77
1560,3273,2,115,15.3
1560,4736,8,176,4.85
1561,732,4,3675,11.41
1561,4481,7,5250,0.75
1561,5649,5,4840,11.17
1561,5069,10,12000,6.9
1561,852,6,999,10.33
1561,3062,2,899,12.14
1562,4136,6,28,8.02
1562,5536,10,520,0.55
1562,5485,8,130,8.83
1562,582,8,35,11.38
1562,1413,5,140,8.09
1562,5176,9,1299,0.93
1563,1737,1,16000,4.97
1563,1457,3,130,3.39
1563,768,3,840,2.83
1563,2438,9,97500,6.8
1563,3781,8,6600,4.19
1563,5259,10,65,16.85
1563,1991,3,48000,17.47
1564,3715,7,4500,7.6
1564,3555,1,3520,12.81
1564,5988,7,1500,5.45
1564,2038,3,75,4.87
1564,5160,10,27500,17.18
1564,1769,4,195,11.87
1564,4729,1,120,2.65
1565,4183,9,3200,7.86
1565,5128,10,22500,19.34
1565,4596,8,399,17.88
1565,4515,3,2999,19.02
1565,1693,6,122000,17
1565,5937,6,880,14.34
1565,3927,8,35000,14.59
