product_id,from_branch_id,to_branch_id,quantity,movement_date,reason
5460,5,9,4,2025-08-31 13:49:00,Demand shift
4325,7,5,1,2025-07-25 01:03:00,Overstock redistribution
380,5,8,8,2025-09-08 23:35:00,Emergency restock
2076,7,4,2,2025-03-08 08:29:00,Demand shift
2152,1,7,9,2025-03-20 11:01:00,Demand shift
776,1,9,7,2025-06-03 05:16:00,Emergency restock
4770,1,8,4,2025-11-28 22:36:00,Inter-branch transfer
2402,8,9,2,2025-12-25 09:36:00,Demand shift
1963,2,3,10,2025-01-25 17:46:00,Inter-branch transfer
4988,6,10,8,2025-03-11 12:05:00,Demand shift
3614,11,8,9,2025-02-07 20:52:00,Overstock redistribution
1901,10,2,10,2025-12-04 00:24:00,Emergency restock
3801,8,12,6,2025-11-09 10:29:00,Stock balancing
3345,3,10,10,2025-03-23 01:56:00,Stock balancing
1435,1,6,2,2025-08-07 05:30:00,Stock balancing
5353,2,8,7,2025-11-02 11:12:00,Stock balancing
5759,12,8,8,2025-08-02 08:29:00,Stock balancing
2817,8,9,5,2025-09-22 08:21:00,Emergency restock
6101,9,4,7,2025-07-17 01:12:00,Inter-branch transfer
3957,1,10,2,2025-01-23 13:13:00,Demand shift
4961,3,4,2,2025-02-26 18:01:00,Emergency restock
3555,6,4,2,2025-09-08 12:26:00,Demand shift
3439,11,4,3,2025-05-05 10:23:00,Stock balancing
242,2,1,10,2025-12-02 13:25:00,Emergency restock
6035,12,1,1,2025-12-24 05:46:00,Inter-branch transfer
6228,11,12,9,2025-12-02 20:47:00,Inter-branch transfer
6134,4,11,5,2025-08-19 15:44:00,Emergency restock
4433,2,1,10,2025-09-09 18:55:00,Inter-branch transfer
1065,6,3,6,2025-03-29 23:32:00,Emergency restock
3560,9,4,10,2025-01-21 18:43:00,Inter-branch transfer
4004,12,1,1,2025-03-31 23:19:00,Emergency restock
224,7,8,4,2025-10-15 08:36:00,Inter-branch transfer
2862,9,11,7,2025-03-23 07:07:00,Inter-branch transfer
4326,11,10,5,2025-05-16 22:11:00,Overstock redistribution
243,4,6,6,2025-10-15 21:55:00,Overstock redistribution
3536,12,4,9,2025-01-21 19:32:00,Overstock redistribution
4328,11,6,10,2025-08-08 20:43:00,Inter-branch transfer
316,10,4,5,2025-07-14 03:31:00,Demand shift
2255,11,9,9,2025-05-30 06:49:00,Demand shift
2571,6,2,3,2025-07-29 09:42:00,Inter-branch transfer
1043,10,11,4,2025-10-14 19:55:00,Inter-branch transfer
4923,4,3,1,2025-02-17 01:24:00,Inter-branch transfer
350,6,12,6,2025-10-02 19:32:00,Inter-branch transfer
5029,7,12,1,2025-01-21 21:38:00,Emergency restock
1111,12,8,4,2025-11-14 11:22:00,Overstock redistribution
5322,11,2,4,2025-12-23 18:58:00,Inter-branch transfer
4537,5,10,10,2025-04-18 01:10:00,Overstock redistribution
4285,11,3,2,2025-03-24 22:50:00,Demand shift
6195,3,9,4,2025-04-08 15:58:00,Stock balancing
6148,5,12,6,2025-04-10 21:04:00,Stock balancing
554,10,3,8,2025-07-22 08:34:00,Stock balancing
5448,7,5,3,2025-08-16 03:12:00,Inter-branch transfer
1318,8,3,7,2025-05-08 19:04:00,Overstock redistribution
5926,8,10,2,2025-11-23 21:44:00,Inter-branch transfer
2067,7,9,5,2025-10-02 09:22:00,Demand shift
5245,5,6,8,2025-04-27 07:28:00,Inter-branch transfer
3363,1,9,7,2025-03-21 11:12:00,Inter-branch transfer
5609,7,5,1,2025-10-19 06:30:00,Inter-branch transfer
598,9,7,3,2025-03-16 15:10:00,Inter-branch transfer
4962,4,8,3,2025-06-22 23:09:00,Overstock redistribution
5211,1,9,4,2025-07-07 15:02:00,Inter-branch transfer
3461,7,12,3,2025-11-13 15:19:00,Demand shift
5537,1,2,5,2025-09-13 16:51:00,Overstock redistribution
1835,3,12,2,2025-08-17 07:22:00,Inter-branch transfer
4238,6,11,5,2025-12-01 12:36:00,Demand shift
4715,1,12,5,2025-01-29 19:45:00,Stock balancing
3753,3,1,9,2025-11-11 14:22:00,Demand shift
5787,1,5,5,2025-05-03 20:03:00,Overstock redistribution
4621,3,8,2,2025-05-22 12:37:00,Stock balancing
3557,1,4,6,2025-12-21 00:32:00,Stock balancing
6224,2,5,9,2025-07-04 22:11:00,Overstock redistribution
893,10,11,7,2025-09-07 09:18:00,Overstock redistribution
4782,8,6,5,2025-03-27 11:50:00,Overstock redistribution
5772,5,3,1,2025-02-11 20:42:00,Overstock redistribution
5015,2,4,10,2025-08-15 05:37:00,Stock balancing
2015,5,12,1,2025-04-18 21:41:00,Emergency restock
3388,12,6,6,2025-09-06 18:31:00,Stock balancing
6073,2,12,9,2025-07-11 12:37:00,Inter-branch transfer
1801,9,10,4,2025-10-26 23:03:00,Emergency restock
5551,10,2,1,2025-11-22 15:19:00,Emergency restock
4203,9,3,3,2025-04-19 11:45:00,Inter-branch transfer
4067,8,7,3,2025-02-27 11:23:00,Stock balancing
3199,6,9,3,2025-05-03 01:44:00,Stock balancing
4746,4,9,3,2025-04-07 19:57:00,Emergency restock
4185,1,4,7,2025-11-10 03:27:00,Overstock redistribution
1987,5,11,9,2025-10-23 01:13:00,Inter-branch transfer
4594,7,5,5,2025-07-12 07:16:00,Overstock redistribution
4304,7,8,4,2025-01-20 18:49:00,Inter-branch transfer
3597,1,3,3,2025-12-24 22:25:00,Emergency restock
774,9,2,9,2025-06-16 09:45:00,Demand shift
6178,4,6,4,2025-02-03 00:45:00,Overstock redistribution
57,9,7,3,2025-08-22 22:30:00,Inter-branch transfer
4092,4,6,10,2025-07-14 17:48:00,Overstock redistribution
5891,1,4,8,2025-04-19 17:02:00,Stock balancing
110,6,8,4,2025-02-28 05:35:00,Emergency restock
1451,8,9,1,2025-10-11 00:46:00,Inter-branch transfer
4858,6,1,10,2025-04-28 20:47:00,Overstock redistribution
2680,1,12,1,2025-03-29 17:35:00,Overstock redistribution
5725,9,12,5,2025-12-25 07:40:00,Emergency restock
4601,2,12,2,2025-03-23 01:21:00,Emergency restock
5575,4,5,10,2025-01-29 03:29:00,Inter-branch transfer
80,2,1,9,2025-11-30 20:13:00,Overstock redistribution
5740,3,2,10,2025-08-04 18:44:00,Overstock redistribution
1810,1,12,5,2025-12-27 04:32:00,Overstock redistribution
1256,10,1,3,2025-12-26 02:56:00,Emergency restock
5254,11,10,4,2025-04-22 18:54:00,Overstock redistribution
2190,1,9,3,2025-07-15 21:43:00,Emergency restock
2913,12,6,2,2025-09-12 13:35:00,Demand shift
260,3,12,10,2025-01-18 16:20:00,Emergency restock
2265,11,3,5,2025-07-27 03:12:00,Overstock redistribution
4339,3,9,7,2025-02-24 08:43:00,Emergency restock
2901,8,10,9,2025-03-01 03:51:00,Emergency restock
1200,2,6,10,2025-09-16 12:14:00,Demand shift
4330,7,4,6,2025-07-13 00:46:00,Stock balancing
3446,10,2,3,2025-07-01 08:43:00,Demand shift
5982,10,2,6,2025-11-06 20:26:00,Inter-branch transfer
1662,1,12,2,2025-10-10 07:13:00,Demand shift
4040,1,10,9,2025-05-06 02:21:00,Overstock redistribution
3135,8,5,10,2025-11-19 03:40:00,Inter-branch transfer
4348,3,9,6,2025-05-05 20:03:00,Inter-branch transfer
6016,2,8,6,2025-01-05 15:56:00,Demand shift
6273,8,6,2,2025-10-11 19:21:00,Stock balancing
486,3,1,3,2025-09-07 09:20:00,Stock balancing
1813,3,1,4,2025-05-19 15:54:00,Emergency restock
2953,1,6,7,2025-04-12 02:34:00,Inter-branch transfer
3330,11,5,10,2025-03-31 23:08:00,Demand shift
65,10,9,6,2025-11-20 12:55:00,Overstock redistribution
831,11,5,1,2025-05-05 15:49:00,Stock balancing
6228,6,4,5,2025-10-23 23:36:00,Overstock redistribution
136,4,12,4,2025-03-13 04:42:00,Emergency restock
4413,9,3,9,2025-10-20 06:30:00,Stock balancing
2420,7,10,3,2025-10-29 02:06:00,Demand shift
3035,10,6,6,2025-05-13 00:38:00,Demand shift
2801,5,4,2,2025-12-07 22:16:00,Overstock redistribution
2609,3,9,7,2025-11-02 19:13:00,Demand shift
2056,10,6,2,2025-10-17 10:34:00,Stock balancing
181,8,4,1,2025-01-10 00:41:00,Overstock redistribution
1472,10,7,5,2025-02-18 09:08:00,Overstock redistribution
951,3,12,6,2025-05-24 16:39:00,Stock balancing
1566,8,2,4,2025-03-25 21:08:00,Emergency restock
800,11,8,5,2025-10-02 13:23:00,Stock balancing
148,4,2,10,2025-04-17 23:49:00,Demand shift
1203,3,12,3,2025-07-27 21:08:00,Stock balancing
5706,11,4,1,2025-01-01 12:17:00,Stock balancing
1655,6,4,1,2025-08-20 08:20:00,Demand shift
2124,7,4,1,2025-09-27 21:03:00,Inter-branch transfer
2735,2,7,8,2025-05-08 18:05:00,Demand shift
5377,1,11,6,2025-05-13 10:26:00,Stock balancing
609,5,4,9,2025-04-22 13:38:00,Stock balancing
3393,8,3,4,2025-05-15 11:57:00,Inter-branch transfer
2994,8,9,1,2025-06-18 09:51:00,Emergency restock
1882,6,7,7,2025-03-16 10:31:00,Inter-branch transfer
1873,12,4,4,2025-07-16 14:53:00,Overstock redistribution
4616,7,9,1,2025-08-17 01:54:00,Demand shift
2471,9,8,6,2025-12-17 03:51:00,Inter-branch transfer
1220,2,4,1,2025-12-27 10:36:00,Demand shift
5526,11,12,2,2025-09-05 13:10:00,Inter-branch transfer
3807,3,10,5,2025-11-03 15:46:00,Stock balancing
1753,12,2,8,2025-08-31 18:18:00,Overstock redistribution
2636,3,10,8,2025-01-08 21:25:00,Demand shift
2306,2,7,2,2025-10-01 14:44:00,Overstock redistribution
4073,4,5,6,2025-12-18 09:08:00,Demand shift
6260,3,6,4,2025-06-30 20:49:00,Demand shift
4388,11,8,9,2025-06-24 12:12:00,Inter-branch transfer
2624,8,1,2,2025-11-09 15:29:00,Emergency restock
89,5,9,4,2025-10-06 17:42:00,Overstock redistribution
620,9,11,10,2025-02-24 04:07:00,Inter-branch transfer
5262,3,2,5,2025-08-17 14:16:00,Demand shift
58,7,8,9,2025-11-07 11:17:00,Demand shift
427,6,4,5,2025-05-08 18:50:00,Stock balancing
1606,3,10,2,2025-12-24 16:29:00,Emergency restock
4251,6,9,9,2025-11-25 02:14:00,Emergency restock
1134,7,6,7,2025-05-24 06:03:00,Demand shift
1502,8,9,2,2025-09-14 05:16:00,Overstock redistribution
3393,3,6,10,2025-11-08 01:53:00,Emergency restock
950,6,9,3,2025-02-02 07:40:00,Inter-branch transfer
5384,2,9,5,2025-02-07 01:47:00,Emergency restock
3015,6,1,8,2025-04-19 18:59:00,Emergency restock
3173,1,8,2,2025-10-18 09:04:00,Stock balancing
120,7,3,3,2025-11-14 10:56:00,Inter-branch transfer
4411,9,12,4,2025-04-27 23:45:00,Stock balancing
5034,11,4,2,2025-07-19 10:56:00,Stock balancing
1702,9,10,4,2025-03-28 05:30:00,Overstock redistribution
2543,2,7,7,2025-04-11 12:28:00,Demand shift
4800,2,10,8,2025-09-27 18:11:00,Demand shift
4698,1,9,2,2025-04-06 09:36:00,Demand shift
1496,4,3,10,2025-09-06 06:59:00,Stock balancing
4011,9,1,6,2025-11-06 12:43:00,Emergency restock
5913,11,5,5,2025-01-26 08:20:00,Emergency restock
1482,6,7,1,2025-03-11 11:09:00,Stock balancing
5606,2,1,5,2025-05-20 04:16:00,Emergency restock
880,7,3,5,2025-03-11 18:44:00,Emergency restock
5126,1,9,7,2025-04-28 06:00:00,Inter-branch transfer
2511,5,1,1,2025-08-25 20:12:00,Overstock redistribution
3577,4,9,6,2025-12-24 10:36:00,Inter-branch transfer
2257,5,3,3,2025-04-12 23:00:00,Inter-branch transfer
426,6,1,6,2025-11-13 18:00:00,Demand shift
3411,6,3,3,2025-11-13 04:30:00,Stock balancing
4258,1,7,2,2025-01-06 03:10:00,Inter-branch transfer
6114,3,12,5,2025-02-17 07:38:00,Inter-branch transfer
574,8,10,4,2025-10-17 23:43:00,Inter-branch transfer
347,4,5,5,2025-12-11 09:07:00,Inter-branch transfer
3517,1,10,7,2025-02-17 23:34:00,Emergency restock
5088,4,5,3,2025-04-14 09:03:00,Overstock redistribution
5156,12,4,8,2025-01-17 11:57:00,Demand shift
4885,7,11,4,2025-10-29 06:23:00,Stock balancing
4266,11,8,4,2025-07-20 17:20:00,Inter-branch transfer
6181,5,1,3,2025-05-24 12:05:00,Overstock redistribution
6277,9,5,9,2025-09-02 16:15:00,Overstock redistribution
5522,6,2,6,2025-04-11 23:02:00,Overstock redistribution
3016,2,7,10,2025-07-22 08:24:00,Inter-branch transfer
1582,5,7,10,2025-12-10 05:28:00,Stock balancing
4235,10,3,10,2025-02-21 01:03:00,Stock balancing
5664,2,7,1,2025-11-12 10:28:00,Emergency restock
2089,7,9,5,2025-01-23 03:24:00,Emergency restock
806,10,4,8,2025-04-21 23:39:00,Inter-branch transfer
3656,10,5,4,2025-05-25 04:31:00,Emergency restock
2212,8,3,5,2025-01-08 01:22:00,Inter-branch transfer
3023,3,8,2,2025-06-02 04:14:00,Overstock redistribution
4692,1,9,4,2025-02-16 00:19:00,Overstock redistribution
4093,10,7,6,2025-07-01 15:30:00,Emergency restock
710,9,8,7,2025-08-02 13:39:00,Demand shift
2428,5,9,6,2025-02-09 08:01:00,Inter-branch transfer
1839,1,12,6,2025-07-01 10:46:00,Inter-branch transfer
3077,5,6,7,2025-12-21 00:43:00,Demand shift
223,6,11,9,2025-06-04 08:19:00,Demand shift
3182,8,11,9,2025-05-25 11:27:00,Stock balancing
5400,5,2,4,2025-05-08 07:49:00,Emergency restock
1667,10,3,8,2025-10-23 12:50:00,Demand shift
144,8,4,2,2025-09-10 15:42:00,Emergency restock
2832,5,9,7,2025-01-30 12:21:00,Inter-branch transfer
796,11,7,6,2025-12-04 05:39:00,Stock balancing
4548,3,5,10,2025-09-19 20:27:00,Inter-branch transfer
2595,7,1,3,2025-08-15 14:26:00,Demand shift
2386,5,12,2,2025-11-18 10:42:00,Stock balancing
565,1,2,8,2025-03-28 09:31:00,Overstock redistribution
2628,3,1,7,2025-03-17 05:30:00,Demand shift
3681,10,12,3,2025-03-11 02:42:00,Emergency restock
5040,3,10,5,2025-10-05 08:33:00,Emergency restock
4502,5,12,9,2025-10-15 06:47:00,Demand shift
5233,7,2,7,2025-11-22 06:27:00,Inter-branch transfer
54,12,10,6,2025-04-26 22:23:00,Emergency restock
5553,10,3,7,2025-10-19 15:03:00,Emergency restock
5979,7,11,3,2025-11-03 02:04:00,Overstock redistribution
1015,5,4,10,2025-01-23 02:21:00,Stock balancing
4954,3,11,2,2025-03-19 00:15:00,Stock balancing
1780,3,10,7,2025-12-06 07:38:00,Overstock redistribution
949,12,4,8,2025-07-18 06:24:00,Demand shift
4246,1,9,2,2025-12-27 10:53:00,Inter-branch transfer
1100,6,5,2,2025-09-28 12:40:00,Inter-branch transfer
4511,9,3,7,2025-10-26 21:16:00,Overstock redistribution
2705,9,10,1,2025-06-21 13:35:00,Inter-branch transfer
5954,10,7,1,2025-05-25 19:34:00,Emergency restock
4584,2,12,1,2025-06-16 09:34:00,Inter-branch transfer
869,2,11,6,2025-11-11 18:16:00,Stock balancing
4153,6,8,8,2025-02-17 08:39:00,Demand shift
232,12,8,3,2025-05-15 06:25:00,Stock balancing
5500,8,3,9,2025-02-26 18:22:00,Overstock redistribution
852,10,7,7,2025-01-11 17:46:00,Emergency restock
5102,9,1,4,2025-10-10 00:41:00,Demand shift
4631,8,12,4,2025-07-26 03:34:00,Inter-branch transfer
4798,1,9,6,2025-08-18 20:39:00,Inter-branch transfer
6183,3,9,1,2025-05-01 11:39:00,Stock balancing
1174,1,8,1,2025-08-19 06:07:00,Demand shift
1129,11,9,4,2025-05-15 02:29:00,Emergency restock
1760,1,8,7,2025-08-05 17:10:00,Overstock redistribution
3550,1,3,2,2025-07-31 18:20:00,Stock balancing
4380,9,5,7,2025-03-09 06:19:00,Inter-branch transfer
413,4,8,3,2025-11-11 00:20:00,Inter-branch transfer
4509,6,9,1,2025-04-02 03:31:00,Stock balancing
1277,2,11,4,2025-02-24 16:45:00,Demand shift
4826,4,3,4,2025-10-05 02:42:00,Emergency restock
5117,2,6,2,2025-12-14 13:14:00,Stock balancing
3344,8,11,10,2025-06-09 02:35:00,Demand shift
3016,3,2,2,2025-01-06 05:02:00,Inter-branch transfer
2275,6,12,7,2025-10-15 08:52:00,Inter-branch transfer
4725,10,12,1,2025-09-05 01:25:00,Emergency restock
3523,1,6,1,2025-07-09 12:27:00,Stock balancing
1973,4,1,10,2025-01-07 20:37:00,Inter-branch transfer
5149,11,6,7,2025-09-07 10:33:00,Emergency restock
1448,1,12,2,2025-06-20 22:31:00,Inter-branch transfer
1984,1,2,3,2025-09-14 11:19:00,Overstock redistribution
3792,6,8,2,2025-11-24 10:10:00,Overstock redistribution
2924,10,12,9,2025-10-04 19:46:00,Stock balancing
1348,1,9,10,2025-01-27 05:26:00,Emergency restock
4030,5,7,8,2025-12-21 00:10:00,Stock balancing
3559,5,4,4,2025-01-23 22:58:00,Stock balancing
2685,6,7,2,2025-08-12 16:37:00,Emergency restock
2535,3,11,5,2025-10-24 04:02:00,Overstock redistribution
4785,2,7,8,2025-10-31 01:30:00,Inter-branch transfer
4330,5,11,3,2025-02-27 17:30:00,Inter-branch transfer
1785,7,12,2,2025-08-04 21:48:00,Inter-branch transfer
2108,12,3,2,2025-02-09 12:28:00,Stock balancing
5640,6,11,1,2025-02-18 19:50:00,Overstock redistribution
3802,1,8,1,2025-12-04 18:49:00,Inter-branch transfer
4697,8,3,8,2025-07-20 03:42:00,Demand shift
6193,1,9,3,2025-11-07 12:30:00,Emergency restock
508,12,4,3,2025-05-22 22:39:00,Emergency restock
4037,3,12,8,2025-10-04 18:07:00,Inter-branch transfer
3913,7,4,8,2025-09-25 07:12:00,Overstock redistribution
686,2,3,4,2025-12-19 02:31:00,Demand shift
1454,12,8,3,2025-08-09 19:47:00,Demand shift
4515,12,5,5,2025-08-12 04:47:00,Inter-branch transfer
1201,1,5,1,2025-11-28 08:14:00,Stock balancing
1213,2,10,10,2025-02-22 16:23:00,Demand shift
645,2,7,2,2025-10-04 16:20:00,Stock balancing
3897,12,5,3,2025-11-04 00:20:00,Inter-branch transfer
274,2,11,2,2025-12-30 03:17:00,Inter-branch transfer
3353,10,6,1,2025-07-05 07:40:00,Emergency restock
975,10,2,4,2025-05-16 22:41:00,Emergency restock
5423,8,6,9,2025-03-26 12:55:00,Inter-branch transfer
3003,7,12,7,2025-08-26 03:17:00,Demand shift
33,2,4,4,2025-01-17 18:07:00,Stock balancing
2560,11,4,6,2025-10-07 16:51:00,Overstock redistribution
1776,10,4,6,2025-04-04 23:59:00,Overstock redistribution
26,7,4,2,2025-08-29 00:45:00,Overstock redistribution
3935,6,4,4,2025-07-27 11:58:00,Stock balancing
189,4,8,9,2025-01-24 14:06:00,Stock balancing
5912,3,7,1,2025-06-17 23:49:00,Emergency restock
304,9,6,9,2025-02-27 21:52:00,Overstock redistribution
6187,6,4,8,2025-06-20 01:04:00,Overstock redistribution
532,10,12,9,2025-01-13 08:22:00,Inter-branch transfer
3897,2,6,3,2025-11-19 19:05:00,Stock balancing
3320,4,6,5,2025-10-23 10:07:00,Overstock redistribution
3537,8,10,3,2025-09-16 13:12:00,Overstock redistribution
2097,8,3,4,2025-03-19 10:19:00,Emergency restock
5303,8,3,5,2025-09-16 09:42:00,Demand shift
2392,4,10,6,2025-01-08 12:16:00,Overstock redistribution
6134,7,12,8,2025-08-25 10:55:00,Overstock redistribution
1507,5,7,7,2025-07-11 22:53:00,Inter-branch transfer
1078,7,12,10,2025-08-14 18:11:00,Overstock redistribution
1386,10,11,10,2025-10-29 08:48:00,Demand shift
5974,4,8,4,2025-09-15 03:15:00,Demand shift
1582,11,8,1,2025-10-01 06:51:00,Overstock redistribution
2088,3,8,2,2025-11-14 08:02:00,Overstock redistribution
6221,9,8,7,2025-06-07 02:24:00,Emergency restock
6185,4,6,3,2025-03-07 09:00:00,Inter-branch transfer
4090,4,9,1,2025-02-08 12:39:00,Emergency restock
2889,9,2,8,2025-07-28 15:03:00,Overstock redistribution
4720,7,9,1,2025-08-13 21:33:00,Overstock redistribution
3472,1,6,7,2025-12-08 23:40:00,Inter-branch transfer
5050,6,12,9,2025-11-19 02:25:00,Inter-branch transfer
5941,10,7,2,2025-05-24 13:12:00,Stock balancing
2210,11,4,8,2025-01-29 16:46:00,Emergency restock
180,11,7,4,2025-06-26 00:19:00,Overstock redistribution
4421,11,9,2,2025-05-25 06:56:00,Inter-branch transfer
4297,7,12,5,2025-02-15 02:37:00,Overstock redistribution
5691,11,9,6,2025-10-01 03:31:00,Demand shift
4437,5,3,4,2025-11-17 09:32:00,Stock balancing
2480,3,11,9,2025-09-05 07:04:00,Emergency restock
1023,7,2,3,2025-08-11 10:59:00,Overstock redistribution
4460,12,4,9,2025-04-15 03:16:00,Inter-branch transfer
4332,12,10,4,2025-12-20 11:17:00,Inter-branch transfer
1533,2,8,10,2025-09-10 15:45:00,Stock balancing
2321,10,7,4,2025-06-21 08:43:00,Emergency restock
2009,8,7,10,2025-07-07 12:26:00,Inter-branch transfer
3024,11,1,3,2025-05-05 12:58:00,Inter-branch transfer
1442,11,8,6,2025-01-22 19:08:00,Stock balancing
577,8,2,9,2025-12-31 08:05:00,Emergency restock
2948,1,2,2,2025-04-05 16:58:00,Demand shift
1704,3,1,5,2025-02-03 04:19:00,Overstock redistribution
1717,12,4,9,2025-01-10 19:12:00,Emergency restock
226,9,6,2,2025-11-19 15:14:00,Emergency restock
4073,3,12,5,2025-05-09 12:00:00,Stock balancing
5501,11,12,2,2025-02-20 00:19:00,Overstock redistribution
4287,4,11,2,2025-07-10 03:19:00,Stock balancing
672,3,11,9,2025-04-08 23:32:00,Inter-branch transfer
6122,2,8,2,2025-11-18 01:13:00,Overstock redistribution
1278,10,2,3,2025-04-14 20:38:00,Demand shift
4048,10,2,5,2025-06-23 18:59:00,Inter-branch transfer
3028,5,3,10,2025-12-31 03:40:00,Emergency restock
3681,11,12,5,2025-07-04 02:17:00,Emergency restock
544,11,1,2,2025-07-21 04:16:00,Demand shift
4735,10,1,8,2025-03-31 00:10:00,Stock balancing
5574,11,2,4,2025-02-24 05:05:00,Stock balancing
5766,2,3,9,2025-11-11 13:52:00,Demand shift
4143,11,10,8,2025-02-26 19:52:00,Emergency restock
4001,4,2,4,2025-07-13 17:15:00,Inter-branch transfer
2880,7,5,3,2025-10-04 05:38:00,Overstock redistribution
1182,9,10,10,2025-02-09 12:31:00,Stock balancing
3115,9,11,5,2025-02-10 16:42:00,Stock balancing
5120,1,6,1,2025-01-16 11:14:00,Stock balancing
6012,5,10,4,2025-10-18 23:58:00,Overstock redistribution
2924,11,2,9,2025-08-19 22:55:00,Overstock redistribution
1541,5,10,1,2025-02-11 12:32:00,Stock balancing
4718,9,11,2,2025-04-23 18:05:00,Overstock redistribution
3357,8,4,5,2025-12-31 03:23:00,Overstock redistribution
3963,2,4,8,2025-10-05 12:29:00,Stock balancing
347,4,11,6,2025-03-28 01:34:00,Emergency restock
420,12,3,10,2025-01-06 20:28:00,Overstock redistribution
5688,1,11,4,2025-01-20 17:41:00,Inter-branch transfer
1109,4,9,10,2025-04-14 04:42:00,Inter-branch transfer
1605,3,1,2,2025-11-14 12:36:00,Overstock redistribution
3268,2,6,2,2025-04-05 05:15:00,Inter-branch transfer
1733,2,7,4,2025-04-21 00:00:00,Inter-branch transfer
5110,7,10,6,2025-11-08 18:27:00,Overstock redistribution
2251,3,10,1,2025-11-28 04:27:00,Inter-branch transfer
1959,3,5,10,2025-11-24 09:29:00,Demand shift
5488,8,7,6,2025-06-04 17:40:00,Emergency restock
131,8,7,6,2025-03-21 04:21:00,Emergency restock
2415,3,5,2,2025-01-14 05:24:00,Demand shift
2626,5,2,9,2025-05-31 00:12:00,Inter-branch transfer
148,9,1,8,2025-04-27 03:24:00,Overstock redistribution
1517,2,11,2,2025-01-18 14:40:00,Overstock redistribution
362,4,7,8,2025-10-12 00:46:00,Demand shift
3364,6,5,1,2025-07-17 13:52:00,Overstock redistribution
4854,12,8,8,2025-08-13 19:45:00,Emergency restock
6237,11,1,1,2025-08-19 20:28:00,Emergency restock
1484,12,3,6,2025-11-02 11:17:00,Stock balancing
941,12,7,2,2025-03-05 06:05:00,Demand shift
3753,12,10,8,2025-05-12 20:18:00,Stock balancing
4293,6,4,4,2025-02-15 13:39:00,Emergency restock
638,3,11,6,2025-04-11 12:45:00,Emergency restock
5344,9,12,6,2025-03-16 01:52:00,Stock balancing
3295,9,7,5,2025-11-07 18:53:00,Overstock redistribution
2229,3,10,9,2025-03-19 12:57:00,Demand shift
5841,8,10,3,2025-10-03 21:14:00,Demand shift
5094,8,5,3,2025-06-05 19:05:00,Inter-branch transfer
1151,6,5,7,2025-02-27 04:25:00,Stock balancing
6086,4,2,4,2025-03-05 10:43:00,Inter-branch transfer
3456,11,3,3,2025-01-13 06:07:00,Inter-branch transfer
3931,7,5,8,2025-06-27 13:09:00,Overstock redistribution
994,1,12,1,2025-11-10 10:19:00,Overstock redistribution
3026,5,6,10,2025-07-27 02:39:00,Stock balancing
2694,8,6,2,2025-04-12 05:44:00,Stock balancing
37,4,6,1,2025-10-04 13:58:00,Inter-branch transfer
3062,4,8,2,2025-09-17 12:29:00,Overstock redistribution
4410,10,6,1,2025-04-16 00:57:00,Demand shift
4874,5,3,2,2025-12-22 22:34:00,Emergency restock
3967,10,5,7,2025-05-30 08:42:00,Emergency restock
2055,4,7,8,2025-06-19 04:36:00,Overstock redistribution
5118,2,6,5,2025-07-12 10:53:00,Stock balancing
3169,9,8,5,2025-08-21 10:29:00,Overstock redistribution
1581,4,11,8,2025-08-14 03:50:00,Demand shift
3420,10,5,1,2025-10-21 20:21:00,Demand shift
2885,11,10,10,2025-06-22 22:47:00,Overstock redistribution
5758,7,3,7,2025-03-28 16:55:00,Overstock redistribution
830,3,7,5,2025-10-30 09:35:00,Inter-branch transfer
4204,10,12,2,2025-02-26 09:24:00,Overstock redistribution
5933,3,8,9,2025-03-01 01:44:00,Inter-branch transfer
4527,9,4,9,2025-04-15 01:53:00,Stock balancing
2281,5,9,3,2025-03-15 08:48:00,Overstock redistribution
658,8,11,10,2025-10-11 07:47:00,Demand shift
103,8,12,4,2025-06-24 07:12:00,Stock balancing
1333,7,10,5,2025-02-11 00:36:00,Stock balancing
1621,8,4,3,2025-10-05 20:32:00,Stock balancing
893,3,4,9,2025-06-08 07:19:00,Demand shift
5812,12,3,7,2025-03-26 23:15:00,Demand shift
727,2,10,7,2025-09-16 20:36:00,Stock balancing
2821,1,7,6,2025-04-09 20:13:00,Emergency restock
3135,2,6,7,2025-12-24 00:36:00,Inter-branch transfer
1943,11,4,7,2025-07-24 07:50:00,Emergency restock
6008,1,11,8,2025-09-23 11:04:00,Stock balancing
10,10,7,9,2025-12-06 04:30:00,Inter-branch transfer
1588,8,12,2,2025-01-21 16:44:00,Inter-branch transfer
5282,7,5,10,2025-01-27 15:18:00,Overstock redistribution
828,1,5,10,2025-07-16 17:00:00,Emergency restock
4105,12,7,3,2025-09-13 16:38:00,Inter-branch transfer
232,11,3,10,2025-02-19 09:37:00,Overstock redistribution
269,12,1,3,2025-01-13 17:33:00,Demand shift
3595,2,6,2,2025-02-14 07:52:00,Demand shift
2739,7,1,6,2025-12-13 09:35:00,Inter-branch transfer
3089,5,3,1,2025-06-13 14:22:00,Overstock redistribution
3172,8,3,3,2025-12-17 09:31:00,Overstock redistribution
1703,10,2,6,2025-12-04 19:47:00,Emergency restock
5447,6,8,2,2025-06-15 02:25:00,Inter-branch transfer
3624,7,6,9,2025-07-11 07:53:00,Emergency restock
5746,4,6,8,2025-02-13 15:38:00,Demand shift
