po_id,product_id,quantity,cost_price
2104,2507,180,43732.77
2861,3179,29,2138.04
1945,3889,204,4876.69
2138,1458,177,51.68
882,5487,97,313.89
182,1094,151,240.83
1441,2069,175,944.4
2250,5680,289,1794.9
2873,6060,47,4219.73
1162,12,123,29.59
2077,1868,81,143.03
2728,5487,123,310.01
2647,2577,297,70540.83
1127,2445,133,32317.43
304,3147,99,1212.49
811,2722,88,2498.14
2717,3539,172,1596.43
1671,5615,260,67.76
2986,3583,210,22309.97
2524,4543,72,758.71
22,3975,45,12088.51
1073,1939,225,171.71
818,653,226,912.41
1909,2926,54,908.48
711,3482,39,654.27
1665,3410,238,1137.35
158,2720,231,8114.27
2224,2313,258,31770.95
2839,4662,212,17.44
1430,5447,244,18.15
2369,6174,284,61.45
51,1280,20,25.96
2513,1850,199,43.65
987,2165,134,608.79
1913,5774,214,39.74
2648,2221,32,73.46
824,5126,255,32095.36
1382,3346,32,1521.13
1707,1004,247,118.87
225,343,110,41.47
1296,2564,104,56507.01
262,3440,58,1937.97
836,2357,210,1712.66
2588,5849,93,4603.75
2112,2257,91,474.89
1627,2037,290,55.64
292,3381,249,1366.78
809,2282,20,227.94
2584,1185,272,89.83
1748,2124,123,301.33
2610,1364,220,26.04
2184,3045,83,244.89
2054,2231,113,79.49
528,4376,54,1995.07
2094,3311,124,149.34
572,4755,35,275.99
867,3113,117,2888.62
877,5473,285,333.95
740,3299,165,26.14
1822,4204,279,5929.46
625,2418,300,22500.1
2059,2282,49,233.29
385,707,268,977.39
2890,4813,77,7811.84
1281,616,235,1953.15
2406,5281,154,38.81
1454,1571,90,244.24
1372,1372,176,70.94
1855,4121,24,2739.81
1721,1436,231,48.01
712,1324,41,24.5
1837,1650,208,230.21
506,2569,222,11476.12
1916,5207,113,1149.74
1300,1800,105,386.62
1842,3749,126,4389.34
2799,4360,219,3574.59
768,2419,32,26366.66
2361,2189,93,122.43
2728,1602,118,439.16
835,3124,160,127.17
2475,3555,51,2501.72
1106,3488,45,4541.9
947,5321,25,1149.28
1145,3941,228,4457.43
1529,928,288,271.88
2389,4599,35,4007.89
2140,5274,40,28.44
1530,5257,42,132.48
1564,2763,186,29012.37
930,3307,34,61.66
2965,287,77,112.75
854,163,97,119.46
1473,641,98,3215.86
2483,1305,138,97.55
1905,4680,88,501.75
2542,4703,283,21.24
2903,1769,214,135.0
81,6014,41,124.06
1382,2520,56,39788.76
2383,3011,296,1317.15
1401,3124,267,153.97
2696,3915,128,4805.69
2872,6197,21,55.13
1162,4506,52,773.1
207,5683,289,2134.67
349,1967,83,27558.0
585,1889,197,391.95
1660,5509,112,5324.63
1026,1834,199,333.1
2129,5166,214,32497.13
981,436,68,61.52
393,4550,138,901.4
402,4016,122,14020.01
216,5395,245,527.98
519,1536,286,356.9
2870,400,244,40.58
49,779,135,2152.29
195,3093,224,882.14
1740,1623,110,224.13
857,5115,54,24617.57
2921,6151,189,84.81
1936,2551,36,12291.24
1981,2054,60,121.36
1346,5216,153,672.79
961,2421,262,48847.29
637,4910,152,888.53
1518,1679,226,373.82
1549,2419,143,29401.89
524,3669,286,5898.12
2877,2227,55,245.99
866,549,83,135.23
812,4025,195,25395.75
1306,3627,67,3479.15
2312,1831,167,1077.45
1686,1411,148,250.52
2470,4244,72,3034.5
740,4512,135,2033.61
1643,338,234,64.97
790,1259,136,39.93
2960,1330,253,43.11
2223,5135,276,12524.5
1781,5922,282,3780.29
1832,474,83,49.21
171,787,288,2862.01
75,3352,42,2137.36
1117,3573,269,929.14
549,1946,95,725.94
1526,3913,225,25236.31
370,4586,66,5444.6
855,3938,181,21978.71
1500,4948,61,246.45
504,680,147,999.95
2242,2183,75,80.06
2916,2211,258,936.31
1411,6225,224,108.84
729,4814,286,11967.29
125,4945,264,298.76
582,6208,298,187.63
1082,157,88,106.16
171,4739,275,243.1
2980,4980,53,1042.25
1551,5205,108,625.1
2012,4624,89,19.08
258,1041,23,39.56
1808,4887,63,97.47
1995,1698,26,105144.45
1463,5399,218,357.05
624,1605,137,146.41
1448,1410,192,214.15
440,2942,223,1352.43
1379,4588,220,405.95
1085,3937,236,20536.56
1567,1724,192,39438.29
1610,2359,275,1592.39
2356,1235,38,212.34
477,2527,228,22200.0
395,1324,267,21.25
2823,3597,58,2620.1
387,3017,115,2334.97
1047,2234,186,58.07
2098,5749,283,246.29
2960,269,131,144.24
2373,703,281,2516.94
2262,3551,164,1812.81
2772,2759,179,90169.63
1077,3582,91,16117.42
2578,4157,151,477.31
691,2670,245,15003.32
1284,3619,127,1445.03
805,4516,243,485.65
82,5482,84,86.13
2828,5586,121,96.54
2326,3334,94,1828.89
297,4395,43,5562.32
2019,1915,256,220.87
262,799,112,3355.35
2860,323,180,93.06
2840,2185,148,168.2
267,2447,82,55918.31
614,4302,154,879.81
1096,5206,191,1165.1
14,1783,140,92.3
1454,2051,92,64.29
443,5845,106,645.58
2899,4333,195,3829.79
1582,5034,121,5927.53
422,3187,92,1224.09
2882,5984,117,377.64
2263,5681,111,1187.64
2585,2326,183,15455.21
252,3634,76,2633.73
2659,428,270,58.96
1417,301,270,85.43
1928,2457,155,42857.22
1068,2254,127,339.73
1217,3548,137,909.24
163,3330,72,3355.62
2666,329,273,100.36
143,2539,278,101877.16
528,1709,274,22552.59
1518,5240,104,32.23
1779,3820,81,3533.08
2578,20,64,44.66
2499,4216,61,2304.38
2100,4073,266,364.98
1422,4689,67,79.58
337,2171,180,858.09
2875,4667,26,40.57
2697,4815,90,9184.15
88,6033,49,3662.56
2546,4961,259,492.59
2072,6166,36,117.16
814,2642,145,82539.53
523,305,196,42.06
1531,319,187,78.32
1782,5288,32,1334.9
737,910,291,85.53
1850,1422,87,215.05
1655,5172,92,130.74
1927,3962,189,15173.61
2038,2774,277,102501.76
2001,829,28,1010.73
1447,5594,170,53.4
2829,967,220,44.75
2213,4407,228,3322.04
2819,2847,189,41668.67
1296,5214,156,84.42
2298,2215,51,71.58
2875,4962,33,833.22
1220,1102,127,115.1
965,1357,235,45.42
2398,3624,75,1833.54
2459,1229,233,94.92
2285,4079,175,158.8
1181,2489,211,105429.99
1155,3676,300,6026.14
31,4796,244,922.89
2663,109,176,72.53
1418,1090,37,31.37
1455,521,95,45.45
2406,3367,240,5465.56
1681,2590,288,58627.0
1685,4663,100,22.84
527,508,148,109.08
228,2520,39,35652.27
2327,4611,141,135.35
228,5499,77,82.29
2175,5699,214,235.0
239,5036,180,9582.2
680,3374,242,2268.39
332,926,43,93.31
2777,2073,81,984.74
1386,2954,239,20273.87
2020,3228,172,1776.3
924,835,135,574.16
1345,5934,99,427.91
2994,2563,232,46773.44
2010,4922,239,943.9
438,5136,152,15130.38
2530,4304,221,1074.51
2114,2859,140,1024.73
2844,4805,106,264.67
1924,6182,91,156.35
401,3840,183,1972.0
14,2632,278,30164.95
2830,6071,289,2145.3
1736,5272,35,35.84
189,3071,262,328.27
2153,747,293,2510.66
1341,1404,221,90.54
2865,4797,104,1347.21
1283,3740,30,2258.19
172,1777,57,168.13
1607,2743,33,30138.57
1890,2230,195,44.51
746,2023,151,93.78
1814,4433,215,2915.89
17,270,29,135.77
124,5193,116,484.92
1914,5838,88,365.51
218,692,153,2704.42
1927,5572,211,86.11
806,4101,190,261.34
385,2191,189,646.34
1093,4635,21,256.98
215,3701,118,891.62
1280,4360,265,3269.38
1344,4573,76,517.09
551,4930,107,940.62
181,4324,60,1693.26
1870,3989,191,33678.64
955,3252,77,1320.28
2541,5300,235,185.27
2014,708,111,1065.12
189,3121,59,48.98
2708,3003,245,714.02
24,3954,204,13091.01
1514,5786,144,152.97
696,5133,94,34243.1
2908,4312,69,2575.84
1373,3078,61,247.34
1928,1768,196,103.17
865,2272,110,730.9
2307,3652,162,1718.14
755,4264,278,30.15
2265,3548,151,867.86
708,3405,117,867.51
890,4848,296,815.42
525,4744,183,19.03
2867,761,63,884.45
578,5310,140,138.8
340,4755,249,293.55
2019,4238,273,256.57
2854,1021,251,28.21
2565,330,233,92.35
2409,2435,129,43051.28
1299,3126,54,43.25
1470,5951,188,7128.5
1186,4095,203,524.95
786,2571,218,20848.78
2262,1153,117,110.11
1473,5921,74,2965.59
1766,3908,144,29684.79
320,151,82,476.22
119,3262,215,11845.0
2716,3931,248,11584.4
2010,856,276,670.86
456,5822,79,283.08
2881,2868,118,960.45
1489,3863,253,5112.18
1738,1462,96,494.69
530,5558,267,39.76
1066,2060,291,112.74
2124,2830,35,35866.33
2323,3250,255,3435.64
964,4478,234,2335.61
238,1221,241,98.07
2445,3907,289,21172.37
1768,3528,266,2000.61
952,5908,32,298.44
1998,2224,169,52.8
148,3778,66,8677.1
1586,1276,274,88.76
2776,5376,65,3407.23
1608,3902,138,11769.33
2937,2426,223,16988.93
2829,4363,263,1490.17
1232,6196,253,226.07
1945,2403,207,36221.45
1623,2918,129,1630.89
360,2765,285,31613.52
1565,1968,135,49935.11
1856,4557,208,3330.04
2057,6192,45,81.53
2703,28,97,150.05
37,2756,228,43323.78
43,2960,288,334.98
744,5108,159,34667.91
1370,2190,147,299.49
2124,709,254,1105.59
2168,793,49,490.57
2311,1274,174,81.47
2915,6238,267,913.24
1698,2276,51,484.31
2407,1646,58,190.07
1117,1174,125,147.19
334,4897,113,442.98
820,2390,110,14656.48
2206,1733,212,27530.76
1925,5099,81,9937.81
1236,307,41,49.52
146,1648,138,182.2
1245,3764,257,2003.98
2598,3316,101,991.12
43,2569,229,12543.03
770,724,79,1991.88
2904,4301,54,470.12
150,390,297,196.63
2455,5197,53,91.86
564,3475,36,2114.73
147,4447,227,3341.73
1779,906,144,160.61
1740,1491,158,114.27
1691,2904,73,11053.14
432,6159,139,70.74
2879,3614,96,1208.41
1371,43,155,292.21
1825,4324,22,1874.92
214,2173,162,3205.18
1035,4365,188,1992.84
1480,6072,125,2516.4
1477,615,175,3354.63
846,3441,266,1913.01
1811,4508,52,1423.5
1881,3736,58,1967.11
2350,2850,171,998.64
1908,2734,44,1271.45
1295,243,175,104.08
2760,5533,90,4753.22
448,1197,194,23.1
2469,962,146,174.62
138,3731,48,1687.06
825,2886,73,627.97
786,3700,34,820.5
433,3084,25,4035.34
941,1175,298,15.05
777,5971,223,4808.46
1683,5937,235,680.56
500,5633,161,4819.78
2772,2204,154,64.74
326,3202,88,1436.24
808,3881,184,16143.1
497,2166,127,348.42
2215,1184,63,123.99
1411,1665,170,161.78
495,2633,214,36033.96
2135,5710,85,1622.43
1765,4945,128,311.58
1932,2030,170,76.19
742,5626,93,1134.73
1320,3808,27,7087.24
2521,4347,136,4622.63
2575,4234,34,1323.25
1980,4258,181,1751.88
281,1476,35,212.93
634,4411,36,2384.47
2077,5818,82,462.27
2171,4341,293,7938.71
1828,2126,244,1038.27
2796,6244,185,1705.87
2179,2058,89,44.16
2584,1114,145,49.65
2515,3270,292,146.01
785,2809,240,92381.52
2339,4389,224,7179.64
2209,1385,176,222.5
2678,4779,285,260.83
651,4277,56,32.21
1810,2857,140,2815.89
2699,1056,101,69.57
46,5535,67,314.4
1014,4188,62,1154.16
2632,529,121,25882.27
85,1944,281,183.0
582,5407,123,775.86
2966,6275,67,1885.74
2481,2897,285,2392.33
921,948,64,124.26
23,4903,21,57.97
709,1042,247,47.41
1369,19,54,26.41
1981,3528,231,2261.33
2252,6047,221,3899.04
2080,6225,22,121.59
240,3526,239,1573.32
97,4465,90,1567.46
633,1874,68,173.01
2264,5626,91,1275.34
1337,2062,83,2019.81
995,1351,127,196.57
2435,3308,143,45.79
2334,5210,97,1539.93
1226,6098,143,577.11
2305,3293,35,42.62
1734,6276,221,519.28
2379,4098,223,683.09
156,2005,210,66902.72
2749,2308,209,16201.85
667,6137,189,364.65
1959,1364,149,28.13
347,2866,259,1900.78
68,5017,157,15264.87
1820,3614,119,1195.37
312,5453,281,63.05
1065,1895,298,328.54
2401,1957,284,49510.62
1567,4199,54,94.68
1172,4396,172,6810.73
2562,1611,39,152.8
1646,3368,182,979.48
2763,2495,195,32120.01
2074,1998,177,37379.02
228,473,240,61.23
1270,2689,86,39929.87
931,2281,170,190.35
1900,3312,283,126.54
2405,3545,231,3679.6
1683,4628,126,779.43
2666,6143,192,202.44
1597,3355,255,2508.38
1128,614,98,2965.23
1198,567,102,420.25
948,2328,225,34968.14
1741,2948,122,4526.17
426,951,183,18.34
2067,831,273,556.53
231,5247,285,108.64
1248,4848,166,947.74
1188,5713,80,298.68
2654,3615,186,1478.05
916,2636,91,52429.58
2648,477,164,64.86
955,5123,54,16671.38
158,5626,202,1179.49
622,6069,197,1438.77
2032,3573,278,890.27
2973,6017,32,254.2
2515,1449,227,46.12
700,860,175,800.97
1670,4114,48,237.07
533,1184,78,120.09
1564,1852,76,83.08
1322,6185,47,169.74
2974,2526,150,19047.13
2053,5975,33,1464.15
2311,1479,143,107.68
1547,2631,261,21928.94
1562,4689,251,79.55
1481,6160,258,54.82
1103,1563,286,261.57
2883,5062,294,26314.19
1729,3493,256,21617.69
1891,2590,66,53072.51
849,4808,235,375.57
449,4012,202,8220.52
2290,2673,137,25992.89
2510,128,220,82.63
1837,4323,73,1533.78
2852,4811,219,4707.83
2447,3305,123,152.21
483,3583,211,22921.74
1652,6169,142,28.02
734,1993,76,44259.97
2446,1557,34,523.42
511,2569,150,12919.55
167,2202,68,457.61
429,498,169,488.04
2287,2359,267,1488.26
2287,5823,149,642.16
2228,706,240,2532.41
2432,3627,255,2981.46
2466,3319,142,944.81
38,5353,171,5208.16
1957,839,222,317.99
847,1015,212,64.22
1882,6045,288,2501.12
1762,4667,286,36.43
1382,5526,226,1242.3
616,1590,250,163.65
2545,440,283,54.42
831,3324,296,1678.41
1451,3560,90,1061.68
1984,703,50,2240.7
1858,48,205,185.58
2049,5353,99,5143.34
348,4861,268,94.95
20,424,223,42.42
787,4473,23,3016.42
1574,4285,230,6053.32
615,854,218,1113.45
2022,3543,291,3269.02
2840,2687,97,60816.83
1995,2926,150,954.28
323,5714,210,2496.04
1921,546,169,240.56
1285,2234,178,63.09
1971,3629,260,1652.95
2604,2701,79,51758.26
2593,4550,210,906.42
1764,4161,126,5249.51
873,577,64,493.64
1056,4841,242,11644.36
566,5517,104,1672.0
1102,4675,115,273.65
1827,3819,275,2736.75
733,2303,225,37252.6
1178,2328,23,34323.54
876,3090,85,7740.08
1726,2055,110,81.6
1315,5470,38,218.98
1315,1185,211,96.59
577,4438,270,2761.55
196,3376,255,1935.84
1986,6150,23,50.63
2673,1761,247,134.42
865,4788,35,910.95
1728,4993,46,1724.72
709,2443,295,16482.78
634,5239,95,41.62
2528,3244,275,4903.49
2219,5631,273,3170.53
488,6125,68,301.45
1105,1558,38,1145.9
465,2686,128,45470.76
1876,5417,87,534.44
2164,2839,258,21903.92
1402,2964,225,448.81
841,2066,70,1905.28
1060,1667,92,166.75
2418,1773,165,114.14
2811,4016,127,12565.35
1029,4622,93,17.58
2154,5136,172,14807.46
464,5009,296,5021.36
983,2154,184,364.37
583,2832,210,57874.01
300,2623,114,28528.1
2116,1721,294,81067.84
1358,4385,290,1386.71
1310,4118,199,4655.3
2000,1236,26,27.49
289,61,118,303.4
2523,2245,239,136.88
1509,2907,108,1388.3
1123,5781,26,130.57
1148,1933,42,180.8
429,3137,94,4468.73
754,4151,199,1322.65
382,2463,81,46183.97
2478,2848,229,48856.0
2396,5078,164,31555.82
1556,4143,226,2722.9
2326,2230,64,46.14
786,2645,290,10484.23
1786,5539,77,608.52
2374,2101,78,33.46
798,4963,252,81.0
314,5760,248,169.59
834,4236,82,2266.7
173,5437,219,88.14
1991,2526,142,20488.74
947,4742,93,18.94
444,159,279,103.03
2227,3242,245,1918.97
2105,3194,162,4829.84
990,2641,278,72377.66
1401,4629,95,1145.66
743,5874,136,4892.0
1293,4730,44,98.65
1667,6199,78,139.64
747,3473,251,2160.4
2662,496,22,114.97
2662,3849,244,4589.04
1593,1368,207,56.11
720,1085,238,75.08
2411,1046,221,73.1
1628,5802,202,164.18
1168,1203,184,102.97
661,4374,50,1658.95
526,450,287,237.61
2791,5086,299,29816.71
456,719,251,2628.66
243,1714,95,59968.33
26,3665,90,1574.0
1111,2372,159,14490.73
443,6000,139,428.22
2753,1892,111,946.92
2991,3710,239,1845.46
2249,3240,119,1138.84
1225,2314,293,35492.39
1403,366,204,87.51
2102,4021,65,11444.39
2682,3576,176,2946.24
1464,5346,121,1209.29
510,5582,235,43.74
680,1581,134,362.82
860,4488,202,4256.15
396,5344,97,3536.41
2071,4261,185,251.63
396,6019,47,247.33
1828,5843,287,1422.94
454,5802,76,157.62
912,2857,65,2799.23
2133,368,229,103.57
2901,2021,274,94.55
2354,1594,234,254.75
1717,5205,130,624.3
1139,4237,170,266.24
2179,3466,95,2091.05
706,5329,51,5435.75
861,4584,81,274.53
1554,5827,275,925.95
1399,6028,271,4614.06
2014,3569,155,1431.5
2244,4671,294,1705.72
2746,1254,122,53.15
2450,156,253,106.56
1970,4165,42,3975.99
898,4517,218,2292.49
2479,2401,89,23010.39
2108,2974,40,44646.23
861,1891,120,381.52
2748,4207,126,3243.06
674,408,39,83.78
2736,4870,40,220.28
1006,6120,242,176.24
2086,2217,215,181.86
797,3250,28,3281.18
2195,3117,61,8340.63
2241,3235,216,12502.48
2777,6098,88,555.63
552,2963,235,247.26
1020,4343,152,1024.58
2377,3396,43,3174.06
1379,3572,53,707.85
1147,1221,293,95.5
1008,4931,163,56.61
1873,1730,267,6600.02
720,3034,267,84.24
2356,5449,53,85.14
1307,4640,57,507.34
1054,1924,78,769.51
1342,3489,269,6287.11
629,4218,150,292.48
1535,500,98,90.4
472,1827,52,212.59
79,4967,144,56.57
90,3722,234,2790.26
2633,588,231,61.81
563,4880,48,572.84
180,3448,222,3822.94
436,6007,148,212.23
2894,4200,205,264.25
1508,2420,282,40152.41
2927,2974,113,48496.42
2106,4819,190,596.59
149,1128,263,12.36
1182,5195,226,264.82
939,6045,180,2552.93
2714,3935,71,22526.79
2853,3817,135,3247.67
43,4061,290,278.24
2715,823,221,1133.75
1045,2655,218,12588.9
1605,1804,206,292.43
942,4328,66,3980.83
29,6041,69,4005.4
1060,123,165,84.08
2934,3219,47,86.7
2138,5411,196,584.38
2103,5529,284,2128.03
2103,1957,90,56849.0
1780,2698,136,17825.95
913,2986,50,42788.14
2306,458,44,225.93
527,2757,119,58253.45
405,3970,211,7083.1
1712,1829,115,1101.55
2838,2925,295,11455.16
2338,5105,134,7023.13
2154,2391,56,16569.41
1693,2935,24,5685.81
1002,2256,183,422.75
1866,1140,62,19.32
2872,798,280,3383.43
1726,2880,233,4790.66
922,5016,90,455.05
2735,4103,139,308.44
153,6193,27,75.19
647,2958,131,199.19
2373,2599,145,32091.42
1998,6129,220,431.23
514,2614,189,24892.13
2449,2860,25,2489.0
2755,5802,242,152.28
1955,4150,238,1331.69
1605,5580,162,59.87
1865,4758,143,1757.26
2585,6267,277,466.59
930,4115,106,259.43
1151,5112,217,91130.3
780,878,269,427.1
2464,6267,32,441.6
1275,5535,25,301.0
1586,1367,149,57.51
2660,3614,60,1016.48
305,3644,39,2026.69
889,73,85,258.24
2601,5863,292,2072.39
1665,984,193,161.02
1556,629,92,1170.5
1497,3984,261,196.12
1488,4203,61,4845.46
1862,3145,164,11837.3
2166,650,201,2406.62
1056,5011,116,10864.58
2396,5226,193,4138.63
2736,498,147,477.74
583,3516,185,2355.44
3,1996,50,55684.48
1734,553,116,297.9
2427,1089,26,11.58
2253,6281,177,2414.96
652,3096,207,1745.4
967,1777,202,171.23
529,3060,237,588.77
582,4739,169,261.3
838,195,85,137.68
1294,5843,145,1365.78
2290,1291,272,25.12
2005,3458,46,980.59
344,4595,194,1907.6
2924,375,49,150.92
665,5257,82,135.63
1647,4526,212,298.2
885,3225,141,3036.29
272,4590,155,279.45
1049,3249,124,2595.23
133,3413,192,1910.16
2869,1512,238,84.81
391,5788,73,21.02
726,2037,50,65.92
2860,3540,266,2003.23
1255,391,299,420.82
2123,4097,114,1506.82
2524,1717,28,93268.88
2759,4705,231,22.13
816,6286,55,1406.65
1554,1155,27,83.76
1190,4409,165,5508.89
365,2125,58,639.73
2856,5410,269,1551.36
1566,1829,60,1012.46
15,442,188,242.0
855,1597,251,346.36
2759,2586,215,49422.97
2414,2855,101,704.83
956,3302,173,179.74
1654,3615,22,1296.85
1691,2953,42,14893.3
949,3200,215,3382.12
291,2905,293,3227.23
2913,3875,75,26025.21
497,1872,108,102.08
387,1313,281,59.97
613,4422,182,803.21
1673,2648,261,19420.85
2127,6138,219,406.71
2900,1357,248,46.02
82,3305,61,148.93
484,648,283,2347.25
1059,5461,117,181.9
83,2411,101,62191.98
1219,1170,214,102.6
825,3554,80,2077.99
620,3074,186,304.03
1744,4121,230,2322.87
872,5027,75,17532.49
1118,1966,195,29379.0
5,465,94,121.17
1092,4447,74,3289.37
2894,744,153,3570.6
2339,1358,105,66.16
2504,3008,69,650.63
1795,3043,273,173.57
2660,3063,23,211.6
2191,1353,259,187.98
2459,1510,250,93.85
2677,1347,181,82.3
582,3107,206,3434.06
2745,2359,275,1477.41
1845,1933,256,169.44
179,4413,228,3834.76
2495,5558,251,42.3
839,3985,22,262.8
2320,414,84,77.47
2023,521,202,45.22
2620,630,33,515.02
1549,2999,23,173.89
1576,1205,77,238.96
2297,2080,72,902.65
1427,5190,205,720.54
2973,5650,164,96.12
701,4074,211,211.6
1063,4717,189,1211.28
2984,3076,157,203.71
193,5168,192,518.36
1829,1126,256,29.46
2136,3799,44,4630.97
424,220,291,109.48
785,1640,185,564.0
692,2066,100,1938.14
373,3120,262,14702.37
2148,4457,117,2376.41
2151,5466,73,324.14
1651,5221,158,127.83
2189,3828,295,8163.91
1223,144,276,382.47
300,82,240,104.0
2438,3085,212,1662.35
751,4807,163,395.58
1692,2910,60,1572.35
1975,3227,250,4138.43
270,5124,211,23099.45
214,4559,286,404.2
1329,926,73,92.6
2961,4773,89,132.57
1833,6260,182,493.48
1216,4499,36,5309.74
1446,2194,227,476.74
2525,3046,292,290.08
973,5906,139,5092.37
1642,524,55,428.62
1338,6105,87,333.36
2024,1936,240,133.05
2774,4238,113,252.89
360,24,192,79.86
1586,3740,297,2307.72
2691,1006,270,24.64
1216,277,39,144.01
2633,4928,213,167.89
2300,5693,32,2202.95
2782,2660,91,34935.63
1132,199,226,155.26
2416,4588,151,380.98
852,2334,113,13442.75
2961,5575,235,34.14
1883,3650,280,1054.49
1954,3140,155,3047.46
1131,2532,228,50183.23
1122,383,162,445.2
2227,3329,292,2649.3
2627,2187,88,842.58
2199,5957,243,7961.16
321,4782,185,18.34
2942,5750,218,286.01
187,5499,237,91.11
381,398,126,252.5
1416,4800,271,497.87
2187,3940,238,29914.25
2827,1404,160,82.56
448,479,238,222.41
2114,2842,287,41262.43
2837,3469,136,4094.69
2652,3806,111,4744.14
1750,4847,30,1314.36
2221,4430,122,1658.28
2155,4165,258,3765.36
1424,6015,27,141.69
329,4143,162,2589.25
858,1600,30,109.65
2534,1933,180,189.71
1906,4510,281,1424.23
973,5766,148,508.86
2868,3701,89,983.83
2806,3972,145,7730.07
1924,833,211,1725.38
2995,5059,239,21958.91
1641,966,159,43.28
1978,3897,266,7860.95
2572,4410,221,2032.22
1742,192,20,184.45
2353,5859,270,2705.4
1289,556,101,399.52
2064,1148,82,87.77
1241,3978,197,135.5
656,1534,109,88.01
840,5061,121,20051.92
1949,5057,128,15221.05
1410,3794,55,2964.06
1441,3537,241,3501.23
2670,1930,70,220.64
1362,2810,272,15620.12
1434,634,75,2857.13
1492,3399,93,6493.96
629,649,31,2480.18
2046,1068,174,60.72
2666,1458,179,57.19
2167,1478,273,487.1
177,2893,143,1174.63
2289,3498,99,1160.46
2639,4490,65,2365.2
930,6137,279,320.3
1878,1620,89,160.84
806,2164,218,358.02
2640,5876,171,6693.64
1395,5792,43,156.24
2285,2530,78,30880.17
219,2372,25,13710.68
2814,457,107,127.95
1218,2060,220,98.34
1694,5894,199,3658.49
1081,4084,246,360.83
2845,5786,268,147.77
1355,3453,72,3314.38
2271,5669,39,565.72
1194,3855,248,3963.65
860,1179,58,26.53
2594,4354,26,5808.24
556,2686,128,43868.73
172,2426,174,19020.55
488,5966,77,3217.17
806,3107,190,3331.29
632,3392,238,671.5
745,2190,222,308.92
2993,5008,205,4068.44
20,1675,32,129.77
1965,5747,235,329.9
2679,1852,96,92.82
2300,949,45,144.77
1205,3375,229,2445.77
1777,1061,185,100.12
1356,3904,209,12507.7
1363,335,200,79.4
2093,763,218,951.92
1899,5706,109,980.67
1852,1756,197,199.26
771,1098,123,69.93
1933,6210,183,166.62
2056,17,117,21.78
1518,4204,25,5121.08
1474,737,283,1095.06
389,3982,90,123.59
2947,449,101,122.43
230,4404,249,1741.17
563,3062,192,657.23
515,1792,273,197.73
114,5528,69,1775.53
1892,3464,283,2350.5
2438,616,233,1808.04
1318,3147,45,1226.09
1918,4318,154,2445.78
2559,6036,48,6495.11
387,6209,79,89.38
2554,1032,143,84.14
954,3532,267,2577.5
2380,6149,168,95.78
666,5131,97,23356.1
2441,3147,236,1176.84
277,3342,109,1964.79
776,4624,50,19.71
323,6026,128,460.5
1310,1553,241,186.59
1708,5539,254,647.89
1688,2690,258,54704.2
2353,1476,281,224.17
2285,4644,155,179.6
74,599,167,672.26
2320,2967,245,420.29
610,1278,96,78.73
299,1033,230,83.65
1937,489,21,44.02
1035,3409,255,958.3
1122,877,204,801.11
1784,3229,51,2136.96
328,6058,36,2837.73
2872,5319,80,217.13
47,2785,238,9420.07
2214,5289,209,2717.03
369,181,289,84.39
1495,5306,49,186.97
1958,3080,130,333.62
2294,3177,83,4561.31
2941,3130,244,197.37
724,4236,54,2400.24
27,461,203,82.49
413,2193,286,214.71
2596,3652,46,1906.98
2618,2192,277,105.82
1762,5687,182,525.9
1573,283,54,249.5
350,6025,275,138.01
425,3318,288,1185.89
1611,2149,221,650.14
1929,5832,254,346.01
2656,5937,104,646.27
1060,1944,253,175.06
2478,1649,116,423.59
2603,1270,131,102.96
1252,2161,261,3178.23
10,2216,84,127.63
523,1859,108,181.67
2203,5672,122,412.2
1641,778,162,1954.4
232,3141,152,3229.29
871,3836,145,2923.16
1047,3600,79,3183.39
1416,431,183,501.83
2678,5259,226,44.08
2221,1232,40,264.39
2931,368,195,93.79
1508,1564,42,282.5
2565,5513,156,607.01
2390,1407,247,265.17
194,4635,74,289.86
94,2411,70,63378.41
2967,1740,160,97000.19
2002,3059,95,482.44
228,417,256,142.14
977,1547,93,216.03
597,2064,71,797.08
2279,2705,97,13683.4
1911,3403,293,21731.5
2574,5570,265,46.57
1299,6148,72,69.03
877,5886,270,4020.23
966,4619,243,249.83
2036,2022,203,70.15
16,3597,300,2524.79
1510,5394,175,3882.02
918,1129,163,10.14
2291,3991,90,11153.09
184,2296,177,204.26
1945,5665,80,931.85
992,600,92,901.01
1624,5414,193,1077.39
2278,1969,227,28898.54
23,142,290,266.99
1485,4980,20,1164.07
2130,3908,30,27336.79
1875,2879,290,901.0
2049,5355,105,270.04
2091,3416,164,2322.46
1510,2098,279,2045.11
946,4431,164,1980.33
540,16,56,175.34
1804,3427,89,2953.1
1209,221,281,301.6
948,5360,144,1216.91
857,2444,189,17786.7
1765,684,125,481.92
2099,4342,279,917.46
1608,2317,284,73124.93
2948,3754,188,3767.36
1906,3504,275,1503.28
442,2934,190,4587.27
1834,5108,219,32884.87
2974,4247,86,5843.05
1837,1332,78,30.94
486,487,47,240.44
2241,2783,207,58175.87
2856,5930,159,3975.14
343,5521,204,2243.01
1801,5866,66,2852.05
694,3518,209,3533.44
1440,6198,208,74.32
1509,4912,142,165.63
1546,5152,97,104973.46
2365,2292,262,557.37
385,320,67,85.84
2157,4969,168,314.29
57,3898,110,9618.08
1083,3810,87,2693.7
296,1644,115,350.44
