name,category_id,brand_id,unit_id,price,gst,cost_price,description
Commercial Freezer 1200L,14,74,3,230000,18,185000,Industrial freezer.
Storage Water Heater 15L,14,78,3,7900,18,6200,Geyser.
Instant Water Heater 10L,14,78,3,5400,18,4200,Instant geyser.
Storage Water Heater 35L,14,78,3,13500,18,10500,Large geyser.
Solar Water Heater 100L,14,78,3,36000,18,28500,Solar heater.
Storage Water Heater 75L,14,78,3,23500,18,18500,High capacity geyser.
Solar Water Heater 300L,14,78,3,73000,18,58500,Large solar heater.
Storage Water Heater 25L,14,81,3,10500,18,8200,Large geyser.
Storage Water Heater 50L,14,81,3,16000,18,12500,High capacity geyser.
Solar Water Heater 200L,14,81,3,54000,18,42500,High capacity solar heater.
Storage Water Heater 100L,14,81,3,36000,18,28500,Large geyser.
Solar Water Heater 500L,14,81,3,110000,18,88500,Commercial solar heater.
Stainless Steel Oil Dispenser 1L,12,85,3,150,5,110,Steel oil container
Thermo Flask 1L,12,85,3,280,12,220,Hot & cold flask
Thermo Flask 2L,12,85,3,345,12,285,Large capacity flask
Casserole 2L,12,85,3,185,5,140,Insulated casserole
Casserole 3L,12,85,3,225,5,170,Large insulated casserole
Water Jug Steel 2L,12,85,3,160,5,120,Steel water jug
Dustbin Steel 12L,12,85,3,185,5,140,Steel dustbin
Vacuum Flask Steel 1L,12,85,3,280,12,220,Vacuum insulation flask
Vacuum Flask Steel 1.5L,12,85,3,320,12,260,Large vacuum flask
Steel Jug 1.5L,12,85,3,150,5,110,Stainless jug
Thermal Casserole 1.5L,12,85,3,170,5,130,Insulated hot case
Thermal Casserole 3L,12,85,3,240,5,180,Large hot case
Steel Canister 1L,12,85,3,105,5,75,Steel airtight container
Steel Canister 2L,12,85,3,150,5,110,Big steel canister
Bedside Water Bottle 1L,12,85,3,130,5,95,Night-use bedside bottle
Steel Thermo Jug 2L,12,85,3,290,12,220,Hot & cold thermo jug
Stainless Steel Mixing Bowl 1L,12,85,3,115,5,85,Steel mixing bowl
Stainless Steel Mixing Bowl 2L,12,85,3,150,5,110,Large mixing bowl
Glass Jar 1L,12,86,3,65,5,45,Storage glass jar
Plastic Storage Box 5L,12,86,3,130,5,95,Household storage box
Plastic Storage Box 10L,12,86,3,195,5,140,Large storage box
Water Bottle Plastic 1L,12,86,3,78,5,55,Plastic water bottle
Dustbin Plastic 10L,12,86,3,115,5,85,Plastic dustbin
Bathroom Bucket 15L,12,86,3,100,5,75,Plastic bucket
Water Bottle Tritan 1L,12,86,3,115,5,85,Tritan BPA-free bottle
Sports Bottle Sipper 1L,12,86,3,145,5,110,Sports sipper bottle
Glass Jug 1.5L,12,86,3,135,5,100,Glass jug with lid
Hot Pot Steel 1L,12,86,3,155,5,110,Steel insulated pot
Hot Pot Steel 2L,12,86,3,195,5,150,Bigger insulated pot
Glass Airtight Canister 1.2L,12,86,3,115,5,85,Large airtight jar
Plastic Jug 1.5L,12,86,3,75,5,55,Household jug
Groundnut Oil 1L,1,171,3,148,5,120,Organic groundnut oil
Mustard Oil 1L,1,171,3,135,5,110,Organic mustard oil
Rice Bran Oil 1L,1,171,3,148,5,118,Organic rice bran oil
Sesame Oil 1L,1,171,3,165,5,135,Organic gingelly oil
Baby Liquid Detergent 1L,8,171,3,225,18,165,Organic laundry wash
Baby Cloth Wash 1L,8,174,3,240,18,180,Baby laundry wash
Airtight Container 1L,12,199,3,50,5,35,Airtight kitchen storage
Airtight Container 2L,12,199,3,75,5,55,Large airtight container
Water Jug Plastic 2L,12,199,3,90,5,65,Plastic water jug
Pedal Dustbin 10L,12,199,3,145,5,110,Foot-operated dustbin
Bathroom Mug 1L,12,199,3,28,5,18,Plastic mug
Laundry Basket 35L,12,199,3,130,5,95,Laundry storage basket
Plastic Jug 2L,12,199,3,85,5,60,Plastic jug
Plastic Canister 1L,12,199,3,50,5,35,Kitchen canister
Plastic Canister 2L,12,199,3,65,5,45,Large canister
Pet Shampoo 1L,9,224,3,700,18,525,PureCare premium quality pet shampoo suitable for pet health and care.
Pet Shampoo 2L,9,224,3,1400,18,1050,PureCare premium quality pet shampoo suitable for pet health and care.
Water Dispenser Plastic 5L,12,226,3,240,12,180,Tap water dispenser
Water Dispenser Plastic 10L,12,226,3,290,12,220,Large water dispenser
Waste Bin Swing Lid 15L,12,226,3,205,5,150,Swing lid wastebin
Waste Bin Pedal 20L,12,226,3,240,5,180,Pedal waste bin
Pet Shampoo 1L,9,243,3,700,18,525,MaxCare premium quality pet shampoo suitable for pet health and care.
Pet Shampoo 2L,9,243,3,1400,18,1050,MaxCare premium quality pet shampoo suitable for pet health and care.
Pet Shampoo 1L,9,248,3,700,18,525,CareZone premium quality pet shampoo suitable for pet health and care.
Pet Shampoo 2L,9,248,3,1400,18,1050,CareZone premium quality pet shampoo suitable for pet health and care.
Pet Shampoo 1L,9,250,3,700,18,525,TrueValue premium quality pet shampoo suitable for pet health and care.
Pet Shampoo 2L,9,250,3,1400,18,1050,TrueValue premium quality pet shampoo suitable for pet health and care.
Watering Can Plastic 2L,12,254,3,95,5,70,Gardening watering can
Butter 1kg,2,1,2,500,5,375,Amul premium quality butter suitable for daily consumption.
Butter 2kg,2,1,2,1000,5,750,Amul premium quality butter suitable for daily consumption.
Salted Butter 1kg,2,1,2,520,5,390,Amul premium quality salted butter suitable for daily consumption.
Salted Butter 2kg,2,1,2,1040,5,780,Amul premium quality salted butter suitable for daily consumption.
Paneer 1kg,2,1,2,380,5,285,Amul premium quality paneer suitable for daily consumption.
Paneer 2kg,2,1,2,760,5,570,Amul premium quality paneer suitable for daily consumption.
Processed Cheese 1kg,2,1,2,650,12,487.5,Amul premium quality processed cheese suitable for daily consumption.
Processed Cheese 2kg,2,1,2,1300,12,975,Amul premium quality processed cheese suitable for daily consumption.
Cheese Slices 1kg,2,1,2,700,12,525,Amul premium quality cheese slices suitable for daily consumption.
Cheese Slices 2kg,2,1,2,1400,12,1050,Amul premium quality cheese slices suitable for daily consumption.
Ghee 1kg,2,1,2,650,12,487.5,Amul premium quality ghee suitable for daily consumption.
Ghee 2kg,2,1,2,1300,12,975,Amul premium quality ghee suitable for daily consumption.
Masti Curd 1kg,2,1,2,120,5,90,Amul premium quality masti curd suitable for daily consumption.
Masti Curd 2kg,2,2,2,240,5,180,Amul premium quality masti curd suitable for daily consumption.
Curd 1kg,2,2,2,120,5,90,Mother Dairy premium quality curd suitable for daily consumption.
Curd 2kg,2,2,2,240,5,180,Mother Dairy premium quality curd suitable for daily consumption.
Paneer 1kg,2,2,2,380,5,285,Mother Dairy premium quality paneer suitable for daily consumption.
Paneer 2kg,2,2,2,760,5,570,Mother Dairy premium quality paneer suitable for daily consumption.
Ghee 1kg,2,2,2,650,12,487.5,Mother Dairy premium quality ghee suitable for daily consumption.
Ghee 2kg,2,2,2,1300,12,975,Mother Dairy premium quality ghee suitable for daily consumption.
Butter 1kg,2,2,2,500,5,375,Mother Dairy premium quality butter suitable for daily consumption.
Butter 2kg,2,3,2,1000,5,750,Mother Dairy premium quality butter suitable for daily consumption.
Milkmaid 1kg,2,3,2,320,12,240,Nestlé premium quality milkmaid suitable for daily consumption.
Milkmaid 2kg,2,3,2,640,12,480,Nestlé premium quality milkmaid suitable for daily consumption.
Everyday Dairy Whitener 1kg,2,3,2,420,12,315,Nestlé premium quality everyday dairy whitener suitable for daily consumption.
Everyday Dairy Whitener 2kg,2,3,2,840,12,630,Nestlé premium quality everyday dairy whitener suitable for daily consumption.
Yogurt 1kg,2,3,2,140,5,105,Nestlé premium quality yogurt suitable for daily consumption.
Yogurt 2kg,2,3,2,280,5,210,Nestlé premium quality yogurt suitable for daily consumption.
Cheese Slices 1kg,2,4,2,700,12,525,Britannia premium quality cheese slices suitable for daily consumption.
Cheese Slices 2kg,2,4,2,1400,12,1050,Britannia premium quality cheese slices suitable for daily consumption.
Cheese Cubes 1kg,2,4,2,720,12,540,Britannia premium quality cheese cubes suitable for daily consumption.
Cheese Cubes 2kg,2,4,2,1440,12,1080,Britannia premium quality cheese cubes suitable for daily consumption.
Butter 1kg,2,4,2,500,5,375,Britannia premium quality butter suitable for daily consumption.
Butter 2kg,2,4,2,1000,5,750,Britannia premium quality butter suitable for daily consumption.
Dairy Whitener 1kg,2,4,2,420,12,315,Britannia premium quality dairy whitener suitable for daily consumption.
Dairy Whitener 2kg,2,4,2,840,12,630,Britannia premium quality dairy whitener suitable for daily consumption.
Fruit Cake 1kg,2,4,2,700,12,525,Britannia premium quality fruit cake suitable for daily consumption.
Rusk 1kg,2,4,2,180,12,135,Britannia premium quality rusk suitable for daily consumption.
Rusk 2kg,2,4,2,360,12,270,Britannia premium quality rusk suitable for daily consumption.
Aata 1kg,1,6,2,108,5,90,Tata Sampann fortified atta
Basmati Rice 1kg,1,6,2,120,5,95,Long grain basmati
Chana Dal 1kg,1,6,2,85,5,65,Pure chana dal
Toor Dal 1kg,1,6,2,120,5,95,Polished toor dal
Maida 1kg,1,6,2,58,5,42,Fine quality maida
Moong Dal 1kg,1,6,2,110,5,85,Unpolished moong dal
Rice 1kg,1,6,2,60,5,48,Regular raw rice
Salt 1kg,1,6,2,20,5,15,Iodized salt
Sugar 1kg,1,6,2,45,5,36,Refined white sugar
Multigrain Atta 1kg,1,7,2,130,5,105,Multigrain flour blend
Besan 1kg,1,7,2,80,5,65,Gram flour
Suji 1kg,1,7,2,60,5,46,Medium coarse semolina
Maida 1kg,1,9,2,52,5,38,Refined flour for cooking
Aata 1kg,1,9,2,100,5,85,Natural whole wheat atta
Besan 1kg,1,9,2,78,5,60,Pure chana besan
Multigrain Atta 1kg,1,9,2,120,5,98,Healthy multigrain flour
Rice 1kg,1,9,2,68,5,52,Everyday rice
Rock Salt 1kg,1,9,2,40,5,30,Himalayan sendha namak
Salt 1kg,1,9,2,18,5,13,Edible salt
Aloo Bhujia 1kg,3,10,2,120,12,90,Haldirams premium quality aloo bhujia suitable for daily consumption.
Aloo Bhujia 2kg,3,10,2,240,12,180,Haldirams premium quality aloo bhujia suitable for daily consumption.
Mixture 1kg,3,10,2,120,12,90,Haldirams premium quality mixture suitable for daily consumption.
Mixture 2kg,3,10,2,240,12,180,Haldirams premium quality mixture suitable for daily consumption.
Moong Dal 1kg,3,10,2,120,12,90,Haldirams premium quality moong dal suitable for daily consumption.
Moong Dal 2kg,3,10,2,240,12,180,Haldirams premium quality moong dal suitable for daily consumption.
Maida 1kg,1,11,2,55,5,40,Refined all-purpose flour
Poha 1kg,1,11,2,95,5,67,Flattened rice
Rusk 1kg,2,11,2,180,12,135,ITC Sunfeast premium quality rusk suitable for daily consumption.
Rusk 2kg,2,11,2,360,12,270,ITC Sunfeast premium quality rusk suitable for daily consumption.
Cornflakes 1kg,3,12,2,180,12,135,Kelloggs premium quality cornflakes suitable for daily consumption.
Cornflakes 2kg,3,12,2,360,12,270,Kelloggs premium quality cornflakes suitable for daily consumption.
Chocos 1kg,3,12,2,180,12,135,Kelloggs premium quality chocos suitable for daily consumption.
Chocos 2kg,3,12,2,360,12,270,Kelloggs premium quality chocos suitable for daily consumption.
Oats 1kg,3,12,2,150,5,112.5,Kelloggs premium quality oats suitable for daily consumption.
Oats 2kg,3,12,2,300,5,225,Kelloggs premium quality oats suitable for daily consumption.
Green Tea 1kg,3,22,2,220,5,165,Lipton premium quality green tea suitable for daily consumption.
Green Tea 2kg,3,22,2,440,5,330,Lipton premium quality green tea suitable for daily consumption.
Black Tea 1kg,3,22,2,220,5,165,Lipton premium quality black tea suitable for daily consumption.
Black Tea 2kg,3,22,2,440,5,330,Lipton premium quality black tea suitable for daily consumption.
Instant Coffee 1kg,3,23,2,450,5,337.5,Bru premium quality instant coffee suitable for daily consumption.
Instant Coffee 2kg,3,23,2,900,5,675,Bru premium quality instant coffee suitable for daily consumption.
Classic Coffee 2kg,3,24,2,900,5,675,Nescafe premium quality classic coffee suitable for daily consumption.
Gold Coffee 1kg,3,24,2,450,5,337.5,Nescafe premium quality gold coffee suitable for daily consumption.
Gold Coffee 2kg,3,24,2,900,5,675,Nescafe premium quality gold coffee suitable for daily consumption.
Protein Powder 1kg,7,31,2,1300,18,975,Dettol trusted healthcare product for wellness and immunity support.
Protein Powder 2kg,7,31,2,2600,18,1950,Dettol trusted healthcare product for wellness and immunity support.
Health Drink Powder 1kg,7,31,2,560,12,420,Dettol trusted healthcare product for wellness and immunity support.
Health Drink Powder 2kg,7,31,2,1120,12,840,Dettol trusted healthcare product for wellness and immunity support.
Protein Powder 1kg,7,32,2,1300,18,975,Lifebuoy trusted healthcare product for wellness and immunity support.
Protein Powder 2kg,7,32,2,2600,18,1950,Lifebuoy trusted healthcare product for wellness and immunity support.
Health Drink Powder 1kg,7,32,2,560,12,420,Lifebuoy trusted healthcare product for wellness and immunity support.
Health Drink Powder 2kg,7,32,2,1120,12,840,Lifebuoy trusted healthcare product for wellness and immunity support.
Dog Food 2kg,9,47,2,480,12,360,Pedigree premium quality dog food suitable for pet health and care.
Dog Food 5kg,9,47,2,1200,12,900,Pedigree premium quality dog food suitable for pet health and care.
Dog Food 10kg,9,47,2,2400,12,1800,Pedigree premium quality dog food suitable for pet health and care.
Dog Food 20kg,9,47,2,4800,12,3600,Pedigree premium quality dog food suitable for pet health and care.
Cat Food 2kg,9,47,2,440,12,330,Pedigree premium quality cat food suitable for pet health and care.
Cat Food 5kg,9,47,2,1100,12,825,Pedigree premium quality cat food suitable for pet health and care.
Cat Food 10kg,9,47,2,2200,12,1650,Pedigree premium quality cat food suitable for pet health and care.
Cat Food 20kg,9,47,2,4400,12,3300,Pedigree premium quality cat food suitable for pet health and care.
Dog Treats 1kg,9,47,2,500,12,375,Pedigree premium quality dog treats suitable for pet health and care.
Dog Treats 2kg,9,47,2,1000,12,750,Pedigree premium quality dog treats suitable for pet health and care.
Cat Treats 1kg,9,47,2,440,12,330,Pedigree premium quality cat treats suitable for pet health and care.
Cat Treats 2kg,9,47,2,880,12,660,Pedigree premium quality cat treats suitable for pet health and care.
Dog Food 2kg,9,48,2,480,12,360,Whiskas premium quality dog food suitable for pet health and care.
Dog Food 5kg,9,48,2,1200,12,900,Whiskas premium quality dog food suitable for pet health and care.
Dog Food 10kg,9,48,2,2400,12,1800,Whiskas premium quality dog food suitable for pet health and care.
Dog Food 20kg,9,48,2,4800,12,3600,Whiskas premium quality dog food suitable for pet health and care.
Cat Food 2kg,9,48,2,440,12,330,Whiskas premium quality cat food suitable for pet health and care.
Cat Food 5kg,9,48,2,1100,12,825,Whiskas premium quality cat food suitable for pet health and care.
Cat Food 10kg,9,48,2,2200,12,1650,Whiskas premium quality cat food suitable for pet health and care.
Cat Food 20kg,9,48,2,4400,12,3300,Whiskas premium quality cat food suitable for pet health and care.
Dog Treats 1kg,9,48,2,500,12,375,Whiskas premium quality dog treats suitable for pet health and care.
Dog Treats 2kg,9,48,2,1000,12,750,Whiskas premium quality dog treats suitable for pet health and care.
Cat Treats 1kg,9,48,2,440,12,330,Whiskas premium quality cat treats suitable for pet health and care.
Cat Treats 2kg,9,48,2,880,12,660,Whiskas premium quality cat treats suitable for pet health and care.
Laundry Powder 1kg,10,49,2,290,18,210,Laundry detergent
Laundry Powder 2kg,10,49,2,520,18,390,Strong cleaning powder
Laundry Powder Front Load 1kg,10,49,2,305,18,220,Front load powder
Laundry Powder Quick Wash 1kg,10,49,2,285,18,205,Quick wash powder
Laundry Powder Stain Care 1kg,10,49,2,310,18,225,Stain care detergent
Laundry Powder Stain Care 2kg,10,49,2,560,18,420,Large pack
Laundry Powder Top Load 1kg,10,49,2,300,18,215,Top load detergent
Detergent Powder 1kg,11,49,2,240,18,180,SurfExcel high efficiency detergent powder for household cleaning and laundry needs.
Detergent Powder 2kg,11,49,2,480,18,360,SurfExcel high efficiency detergent powder for household cleaning and laundry needs.
Detergent Powder 4kg,11,49,2,960,18,720,SurfExcel high efficiency detergent powder for household cleaning and laundry needs.
Bleach Powder 1kg,11,49,2,180,18,135,SurfExcel high efficiency bleach powder for household cleaning and laundry needs.
Bleach Powder 2kg,11,49,2,360,18,270,SurfExcel high efficiency bleach powder for household cleaning and laundry needs.
Laundry Powder 1kg,10,50,2,275,18,200,Laundry powder
Laundry Powder 2kg,10,50,2,500,18,380,Large detergent pack
Laundry Powder Front Load 1kg,10,50,2,290,18,210,Front load powder
Laundry Powder Stain Lift 1kg,10,50,2,295,18,215,Stain lift powder
Laundry Powder Stain Lift 2kg,10,50,2,540,18,400,Large powder
Laundry Powder Top Load 1kg,10,50,2,285,18,205,Top load detergent
Detergent Powder 1kg,11,50,2,240,18,180,Ariel high efficiency detergent powder for household cleaning and laundry needs.
Detergent Powder 2kg,11,50,2,480,18,360,Ariel high efficiency detergent powder for household cleaning and laundry needs.
Detergent Powder 4kg,11,50,2,960,18,720,Ariel high efficiency detergent powder for household cleaning and laundry needs.
Bleach Powder 1kg,11,50,2,180,18,135,Ariel high efficiency bleach powder for household cleaning and laundry needs.
Bleach Powder 2kg,11,50,2,360,18,270,Ariel high efficiency bleach powder for household cleaning and laundry needs.
Dishwash Powder 1kg,10,51,2,130,18,95,Dish cleaning powder
Detergent Powder 1kg,11,51,2,240,18,180,Vim high efficiency detergent powder for household cleaning and laundry needs.
Detergent Powder 2kg,11,51,2,480,18,360,Vim high efficiency detergent powder for household cleaning and laundry needs.
Detergent Powder 4kg,11,51,2,960,18,720,Vim high efficiency detergent powder for household cleaning and laundry needs.
Bleach Powder 1kg,11,51,2,180,18,135,Vim high efficiency bleach powder for household cleaning and laundry needs.
Bleach Powder 2kg,11,51,2,360,18,270,Vim high efficiency bleach powder for household cleaning and laundry needs.
Detergent Powder 1kg,11,52,2,240,18,180,Harpic high efficiency detergent powder for household cleaning and laundry needs.
Detergent Powder 2kg,11,52,2,480,18,360,Harpic high efficiency detergent powder for household cleaning and laundry needs.
Detergent Powder 4kg,11,52,2,960,18,720,Harpic high efficiency detergent powder for household cleaning and laundry needs.
Bleach Powder 1kg,11,52,2,180,18,135,Harpic high efficiency bleach powder for household cleaning and laundry needs.
Bleach Powder 2kg,11,52,2,360,18,270,Harpic high efficiency bleach powder for household cleaning and laundry needs.
Detergent Powder 1kg,11,53,2,240,18,180,Lizol high efficiency detergent powder for household cleaning and laundry needs.
Detergent Powder 2kg,11,53,2,480,18,360,Lizol high efficiency detergent powder for household cleaning and laundry needs.
Detergent Powder 4kg,11,53,2,960,18,720,Lizol high efficiency detergent powder for household cleaning and laundry needs.
Bleach Powder 1kg,11,53,2,180,18,135,Lizol high efficiency bleach powder for household cleaning and laundry needs.
Bleach Powder 2kg,11,53,2,360,18,270,Lizol high efficiency bleach powder for household cleaning and laundry needs.
Top Load Washing Machine 7kg,14,54,2,20000,18,15500,Efficient washer.
Front Load Washing Machine 8kg,14,54,2,45000,18,35500,High performance washer.
Top Load Washing Machine 10kg,14,54,2,28500,18,22500,Heavy load washer.
Fully Automatic Washer 11kg,14,54,2,67000,18,52000,High capacity automatic washer.
Split AC 1.5 Ton Inverter,14,54,2,54000,18,42500,Energy efficient AC.
Top Load Washing Machine 14kg,14,54,2,41000,18,32500,Extra capacity washer.
Washer Dryer Combo 12kg,14,54,2,110000,18,88500,All-in-one washer dryer.
Top Load Washing Machine 6.5kg,14,62,2,17500,18,13500,Top load washer.
Top Load Washing Machine 8kg,14,62,2,22500,18,17500,High capacity washer.
Front Load Washing Machine 7kg,14,62,2,41000,18,32000,Premium washer.
Fully Automatic Washer 9kg,14,62,2,54000,18,42000,Fully automatic washer.
Semi Automatic Washer 7kg,14,62,2,12500,18,9500,Budget washer.
Clothes Dryer 6kg,14,62,2,36000,18,28500,Standalone dryer.
Split AC 1 Ton,14,62,2,36000,18,28500,Energy-efficient AC.
Split AC 2 Ton,14,62,2,61000,18,48500,Large room AC.
Window AC 1.5 Ton,14,62,2,36000,18,28500,Efficient cooling.
Inverter AC 1.5 Ton,14,62,2,57000,18,45500,Power saving AC.
Portable AC 1.5 Ton,14,62,2,61000,18,48500,Portable cooling unit.
Top Load Washing Machine 9kg,14,62,2,25000,18,19500,Large capacity washer.
Front Load Washing Machine 10kg,14,62,2,61000,18,48500,Premium washing machine.
Semi Automatic Washer 9kg,14,62,2,15000,18,11500,Semi auto washer.
Clothes Dryer 12kg,14,62,2,73000,18,58500,High capacity dryer.
Split AC 1 Ton Inverter,14,62,2,44000,18,34500,Inverter AC.
Window AC 2 Ton,14,62,2,48000,18,38500,Large window AC.
Washer Dryer Combo 7kg,14,62,2,73000,18,58500,Washer dryer combo.
Floor Standing AC 3 Ton,14,62,2,155000,18,125000,Large AC.
Industrial Washer 15kg,14,62,2,155000,18,125000,Industrial washer.
Top Load Washing Machine 12kg,14,62,2,36000,18,28500,Heavy load washer.
Front Load Washing Machine 14kg,14,62,2,85000,18,68500,High capacity washer.
Washer Dryer Combo 14kg,14,62,2,122000,18,98500,Large washer dryer combo.
Split AC 3 Ton,14,62,2,110000,18,88500,Heavy-duty AC.
Cassette AC 3 Ton,14,62,2,155000,18,125000,Commercial cassette AC.
Portable AC 3 Ton,14,62,2,122000,18,98500,High cooling unit.
Commercial Washer 20kg,14,62,2,205000,18,165000,Industrial washer.
Tower AC 5 Ton,14,62,2,230000,18,185000,Heavy tower AC.
Industrial AC 10 Ton,14,62,2,480000,18,385000,Heavy industrial AC.
Front Load Washing Machine 6kg,14,73,2,36000,18,28500,Front load washer.
Clothes Dryer 8kg,14,73,2,48000,18,38500,Premium dryer.
Front Load Washing Machine 9kg,14,73,2,54000,18,42000,Advanced front load washer.
Clothes Dryer 10kg,14,73,2,61000,18,48500,Large dryer.
Washer Dryer Combo 10kg,14,73,2,98000,18,78500,Premium combo.
Industrial Dryer 15kg,14,73,2,165000,18,135000,Industrial dryer.
Front Load Washing Machine 12kg,14,73,2,73000,18,58500,Premium washer.
Commercial Dryer 20kg,14,73,2,230000,18,185000,Industrial dryer.
Split AC 1.5 Ton,14,77,2,45000,18,35500,Cooling AC.
Window AC 1 Ton,14,77,2,31000,18,24500,Window AC.
Inverter AC 2 Ton,14,77,2,73000,18,58500,Premium AC.
Portable AC 1 Ton,14,77,2,48000,18,38500,Portable AC.
Split AC 2 Ton Inverter,14,77,2,73000,18,58500,High cooling AC.
Portable AC 2 Ton,14,77,2,73000,18,58500,Portable AC.
Floor Standing AC 2 Ton,14,77,2,110000,18,88500,Tower AC.
Smart AC 2 Ton,14,77,2,85000,18,68500,WiFi AC.
Split AC 2.5 Ton,14,77,2,85000,18,68500,Large capacity AC.
Cassette AC 2 Ton,14,77,2,122000,18,98500,Ceiling cassette AC.
Portable AC 2.5 Ton,14,77,2,98000,18,78500,Portable AC.
Tower AC 4 Ton,14,77,2,180000,18,145000,Tower AC.
Industrial AC 5 Ton,14,77,2,280000,18,225000,Industrial AC.
Steel Container 1kg,12,85,2,120,5,85,Steel dabba
Steel Container 2kg,12,85,2,150,5,110,Large steel dabba
Idli Rava 1kg,1,169,2,72,5,55,Rava for idli
Jaggery Cubes 1kg,1,169,2,80,5,60,Organic jaggery cubes
Jaggery Powder 1kg,1,169,2,72,5,52,Unrefined cane jaggery
Jowar Flour 1kg,1,169,2,80,5,58,Sorghum flour
Kabuli Chana 1kg,1,169,2,115,5,88,Organic kabuli chana
Kolam Rice 1kg,1,169,2,70,5,52,Medium-grain rice
Lobia 1kg,1,169,2,115,5,88,Black-eyed peas
Matta Rice 1kg,1,169,2,78,5,58,Kerala red matta
Moong Dal 1kg,1,169,2,120,5,90,Organic moong dal
Ragi Flour 1kg,1,169,2,88,5,68,Finger millet flour
Rajma 1kg,1,169,2,125,5,95,Red kidney beans
Rice 1kg,1,169,2,72,5,55,Organic raw rice
Sona Masoori Rice 1kg,1,169,2,80,5,60,"Light, fragrant rice"
Sugar 1kg,1,169,2,52,5,40,Organic sugar
Aata 1kg,1,169,2,105,5,88,Organic whole wheat atta
Bajra Flour 1kg,1,169,2,75,5,52,Finely ground bajra
Basmati Rice 1kg,1,169,2,140,5,110,Organic aromatic basmati
Black Chana 1kg,1,169,2,95,5,70,Brown chana
Brown Sugar 1kg,1,169,2,70,5,55,Organic raw sugar
Chana Dal 1kg,1,169,2,92,5,70,Organic chana
Suji 1kg,1,169,2,58,5,44,Organic rava
Toor Dal 1kg,1,169,2,130,5,100,Organic toor dal
Moong Dal 1kg,1,170,2,125,5,95,Premium organic moong
Aata 1kg,1,170,2,125,5,100,Premium organic atta
Brown Sugar 1kg,1,170,2,78,5,60,Natural brown sugar
Idli Rava 1kg,1,171,2,75,5,58,Organic idli rava
Jaggery Cubes 1kg,1,171,2,82,5,62,Pure jaggery cubes
Jaggery Powder 1kg,1,171,2,75,5,55,Organic jaggery powder
Jowar Flour 1kg,1,171,2,82,5,60,Organic jowar flour
Kabuli Chana 1kg,1,171,2,120,5,90,White chickpeas
Kolam Rice 1kg,1,171,2,75,5,55,Organic kolam rice
Lobia 1kg,1,171,2,112,5,85,Organic lobia
Matta Rice 1kg,1,171,2,82,5,60,Organic matta rice
Moong Dal 1kg,1,171,2,115,5,88,Organic whole moong
Ragi Flour 1kg,1,171,2,90,5,70,Organic ragi flour
Rajma 1kg,1,171,2,122,5,92,Organic rajma
Rice 1kg,1,171,2,75,5,58,Organic long-grain rice
Rock Salt 1kg,1,171,2,48,5,35,Organic rock salt
Sona Masoori Rice 1kg,1,171,2,85,5,65,Organic sona masoori rice
Aata 1kg,1,171,2,115,5,92,Certified organic atta
Bajra Flour 1kg,1,171,2,78,5,55,Organic pearl millet flour
Basmati Rice 1kg,1,171,2,145,5,115,Premium organic basmati
Besan 1kg,1,171,2,95,5,75,Organic gram flour
Black Chana 1kg,1,171,2,98,5,72,Organic kala chana
Chana Dal 1kg,1,171,2,95,5,72,Organic split chana
Sugar 1kg,1,171,2,56,5,42,Organic cane sugar
Suji 1kg,1,171,2,60,5,45,Organic semolina
Toor Dal 1kg,1,171,2,135,5,105,Organic toor
Protein Powder 1kg,7,172,2,1300,18,975,Zandu trusted healthcare product for wellness and immunity support.
Protein Powder 2kg,7,172,2,2600,18,1950,Zandu trusted healthcare product for wellness and immunity support.
Health Drink Powder 1kg,7,172,2,560,12,420,Zandu trusted healthcare product for wellness and immunity support.
Health Drink Powder 2kg,7,172,2,1120,12,840,Zandu trusted healthcare product for wellness and immunity support.
Protein Powder 1kg,7,173,2,1300,18,975,Dabur trusted healthcare product for wellness and immunity support.
Protein Powder 2kg,7,173,2,2600,18,1950,Dabur trusted healthcare product for wellness and immunity support.
Health Drink Powder 1kg,7,173,2,560,12,420,Dabur trusted healthcare product for wellness and immunity support.
Health Drink Powder 2kg,7,173,2,1120,12,840,Dabur trusted healthcare product for wellness and immunity support.
Protein Powder 1kg,7,174,2,1300,18,975,HimalayaWellness trusted healthcare product for wellness and immunity support.
Protein Powder 2kg,7,174,2,2600,18,1950,HimalayaWellness trusted healthcare product for wellness and immunity support.
Health Drink Powder 1kg,7,174,2,560,12,420,HimalayaWellness trusted healthcare product for wellness and immunity support.
Health Drink Powder 2kg,7,174,2,1120,12,840,HimalayaWellness trusted healthcare product for wellness and immunity support.
Protein Powder 1kg,7,175,2,1300,18,975,Revital trusted healthcare product for wellness and immunity support.
Protein Powder 2kg,7,175,2,2600,18,1950,Revital trusted healthcare product for wellness and immunity support.
Health Drink Powder 1kg,7,175,2,560,12,420,Revital trusted healthcare product for wellness and immunity support.
Health Drink Powder 2kg,7,175,2,1120,12,840,Revital trusted healthcare product for wellness and immunity support.
Protein Powder 1kg,7,176,2,1300,18,975,Bournvita trusted healthcare product for wellness and immunity support.
Protein Powder 2kg,7,176,2,2600,18,1950,Bournvita trusted healthcare product for wellness and immunity support.
Health Drink Powder 1kg,7,176,2,560,12,420,Bournvita trusted healthcare product for wellness and immunity support.
Health Drink Powder 2kg,7,176,2,1120,12,840,Bournvita trusted healthcare product for wellness and immunity support.
